resource,key,service,id_field,name_field,id_prefix,arn_field,arn_type,arn_separator,global_resource,has_arn,strategy,arn_quality,asset_class,parent_params
cleanrooms.collaboration_analysis_template,cleanrooms.collaboration_analysis_template,cleanrooms,arn,,,arn,,/,false,true,field,real,child,"analysisTemplateArn,collaborationIdentifier"
cleanrooms.collaboration_change_request,cleanrooms.collaboration_change_request,cleanrooms,id,,,,collaboration-change-request,/,false,true,construct,real,asset,
cleanrooms.collaboration_configured_audience_model_association,cleanrooms.collaboration_configured_audience_model_association,cleanrooms,arn,,,arn,,/,false,true,field,real,child,"collaborationIdentifier,configuredAudienceModelAssociationIdentifier"
cleanrooms.collaboration_id_namespace_association,cleanrooms.collaboration_id_namespace_association,cleanrooms,arn,,,arn,,/,false,true,field,real,asset,
cleanrooms.collaboration_privacy_budget_template,cleanrooms.collaboration_privacy_budget_template,cleanrooms,arn,,,arn,,/,false,true,field,real,child,"collaborationIdentifier,privacyBudgetTemplateIdentifier"
cleanrooms.configured_audience_model_association,cleanrooms.configured_audience_model_association,cleanrooms,arn,,,arn,,/,false,true,field,real,child,"configuredAudienceModelAssociationIdentifier,membershipIdentifier"
cleanrooms.configured_table,cleanrooms.configured_table,cleanrooms,ConfiguredTableIdentifier,,,Arn,,/,false,true,field,real,asset,
cleanrooms.configured_table_association,cleanrooms.configured_table_association,cleanrooms,ConfiguredTableAssociationIdentifier,,,Arn,,/,false,true,field,real,child,membershipIdentifier
cleanrooms.id_mapping_table,cleanrooms.id_mapping_table,cleanrooms,IdMappingTableIdentifier,,,Arn,,/,false,true,field,real,asset,
cleanrooms.id_namespace_association,cleanrooms.id_namespace_association,cleanrooms,IdNamespaceAssociationIdentifier,,,Arn,,/,false,true,field,real,asset,
cleanrooms.membership,cleanrooms.membership,cleanrooms,MembershipIdentifier,,,Arn,,/,false,true,field,real,asset,
cleanrooms.privacy_budget_template,cleanrooms.privacy_budget_template,cleanrooms,PrivacyBudgetTemplateIdentifier,,,Arn,,/,false,true,field,real,child,membershipIdentifier
cleanrooms.protected_job,cleanrooms.protected_job,cleanrooms,id,,,,protected-job,/,false,true,construct,real,asset,
cleanroomsml.audience_export_job,cleanroomsml.audience_export_job,cleanroomsml,name,,,,audience-export-job,/,false,true,construct,real,asset,
cleanroomsml.audience_generation_job,cleanroomsml.audience_generation_job,cleanroomsml,audienceGenerationJobArn,,,audienceGenerationJobArn,,/,false,true,field,real,child,audienceGenerationJobArn
cleanroomsml.audience_model,cleanroomsml.audience_model,cleanroomsml,audienceModelArn,,,audienceModelArn,,/,false,true,field,real,child,audienceModelArn
cleanroomsml.collaboration_configured_model_algorithm_association,cleanroomsml.collaboration_configured_model_algorithm_association,cleanroomsml,name,,,,collaboration-configured-model-algorithm-association,/,false,true,construct,real,asset,
cleanroomsml.collaboration_ml_input_channel,cleanroomsml.collaboration_ml_input_channel,cleanroomsml,name,,,,collaboration-ml-input-channel,/,false,true,construct,real,asset,
cleanroomsml.collaboration_trained_model,cleanroomsml.collaboration_trained_model,cleanroomsml,name,,,,collaboration-trained-model,/,false,true,construct,real,asset,
cleanroomsml.collaboration_trained_model_export_job,cleanroomsml.collaboration_trained_model_export_job,cleanroomsml,name,,,,collaboration-trained-model-export-job,/,false,true,construct,real,asset,
cleanroomsml.collaboration_trained_model_inference_job,cleanroomsml.collaboration_trained_model_inference_job,cleanroomsml,name,,,,collaboration-trained-model-inference-job,/,false,true,construct,real,asset,
cleanroomsml.configured_audience_model,cleanroomsml.configured_audience_model,cleanroomsml,configuredAudienceModelArn,,,configuredAudienceModelArn,,/,false,true,field,real,child,configuredAudienceModelArn
cleanroomsml.configured_model_algorithm,cleanroomsml.configured_model_algorithm,cleanroomsml,ConfiguredModelAlgorithmArn,,,ConfiguredModelAlgorithmArn,,/,false,true,field,real,asset,
cleanroomsml.configured_model_algorithm_association,cleanroomsml.configured_model_algorithm_association,cleanroomsml,ConfiguredModelAlgorithmAssociationArn,,,ConfiguredModelAlgorithmAssociationArn,,/,false,true,field,real,asset,
cleanroomsml.ml_input_channel,cleanroomsml.ml_input_channel,cleanroomsml,mlInputChannelArn,,,mlInputChannelArn,,/,false,true,field,real,asset,
cleanroomsml.trained_model,cleanroomsml.trained_model,cleanroomsml,trainedModelArn,,,trainedModelArn,,/,false,true,field,real,asset,
cleanroomsml.trained_model_inference_job,cleanroomsml.trained_model_inference_job,cleanroomsml,trainedModelInferenceJobArn,,,trainedModelInferenceJobArn,,/,false,true,field,real,asset,
cleanroomsml.trained_model_version,cleanroomsml.trained_model_version,cleanroomsml,name,,,,trained-model-version,/,false,true,construct,real,asset,
cleanroomsml.training_dataset,cleanroomsml.training_dataset,cleanroomsml,TrainingDatasetArn,,,TrainingDatasetArn,,/,false,true,field,real,asset,
cloud9.environment,cloud9.environment,cloud9,arn,,,arn,,/,false,true,field,real,child,environmentIds
cloud9.environment_membership,cloud9.environment_membership,cloud9,id,,,,environment-membership,/,false,true,construct,real,asset,
cloudcontrol.resource_request,cloudcontrol.resource_request,cloudcontrol,Identifier,,,,resource-request,/,false,true,construct,real,asset,
cloud-directory,clouddirectory.cloud_directory,clouddirectory,DirectoryArn,Name,,DirectoryArn,directory,/,false,true,field,real,asset,
clouddirectory.directory,clouddirectory.directory,clouddirectory,DirectoryArn,,,DirectoryArn,,/,false,true,field,real,child,DirectoryArn
cloudformation.generated_template,cloudformation.generated_template,cloudformation,GeneratedTemplateId,,,,generated-template,/,false,true,construct,real,asset,
cfn,cloudformation.stack,cloudformation,StackName,StackName,,,stack,/,false,true,construct,real,asset,
cloudformation.stack_set,cloudformation.stack_set,cloudformation,StackSetId,,,,stack-set,/,false,true,construct,real,asset,
cloudformation.type,cloudformation.type,cloudformation,TypeName,,,,type,/,false,true,construct,real,asset,
cloudfront.connection_function,cloudfront.connection_function,cloudfront,Id,,,ConnectionFunctionArn,,/,false,true,field,real,asset,
distribution,cloudfront.distribution,cloudfront,Id,DomainName,,ARN,distribution,/,true,true,field,real,singleton,
cloudfront.distribution_tenants_by_customization,cloudfront.distribution_tenants_by_customization,cloudfront,Arn,,,Arn,,/,false,true,field,real,asset,
cloudfront.function,cloudfront.function,cloudfront,FunctionARN,,,FunctionARN,,/,false,true,field,real,singleton,
cloudfront.key_value_store,cloudfront.key_value_store,cloudfront,Name,,,Arn,,/,false,true,field,real,singleton,
cloudfront.realtime_log_config,cloudfront.realtime_log_config,cloudfront,Arn,,,Arn,,/,false,true,field,real,singleton,
streaming-distribution,cloudfront.streaming_distribution,cloudfront,Id,DomainName,,ARN,streaming-distribution,/,false,true,field,real,singleton,
cloudhsm.hapg,cloudhsm.hapg,cloudhsm,HapgArn,,,HapgArn,,/,false,true,field,real,child,HapgArn
hsm,cloudhsm.hsm,cloudhsm,HsmArn,Name,,HsmArn,cluster,/,false,true,field,real,asset,
hsm-client,cloudhsm.hsm_client,cloudhsm,ClientArn,Label,,ClientArn,,/,false,true,field,real,asset,
hsm-hapg,cloudhsm.hsm_hapg,cloudhsm,HapgArn,HapgSerial,,HapgArn,,/,false,true,field,real,asset,
cloudhsm.luna_client,cloudhsm.luna_client,cloudhsm,,,,ClientArn,,/,false,true,field,real,singleton,
cloudhsmv2.backup,cloudhsmv2.backup,cloudhsmv2,BackupArn,,,BackupArn,,/,false,true,field,real,asset,
cloudhsm-cluster,cloudhsmv2.cloudhsm_cluster,cloudhsmv2,ClusterId,ClusterId,,,cluster,/,false,true,construct,real,asset,
cloudsearch,cloudsearch.cloudsearch,cloudsearch,DomainName,DomainName,,ARN,domain,/,false,true,field,real,asset,
cloudtrail.channel,cloudtrail.channel,cloudtrail,ChannelArn,,,ChannelArn,,/,false,true,field,real,asset,
cloudtrail.dashboard,cloudtrail.dashboard,cloudtrail,DashboardArn,,,DashboardArn,,/,false,true,field,real,asset,
cloudtrail.event_data_store,cloudtrail.event_data_store,cloudtrail,EventDataStoreArn,,,EventDataStoreArn,,/,false,true,field,real,asset,
cloudtrail,cloudtrail.trail,cloudtrail,TrailARN,Name,,TrailARN,trail,/,false,true,field,real,asset,
alarm,cloudwatch.alarm,cloudwatch,AlarmName,AlarmName,,AlarmArn,alarm,/,false,true,field,real,asset,
cloudwatch.anomaly_detector,cloudwatch.anomaly_detector,cloudwatch,Id,,,,anomaly-detector,/,false,true,construct,real,asset,
composite-alarm,cloudwatch.composite_alarm,cloudwatch,AlarmName,AlarmName,,AlarmArn,alarm,/,false,true,field,real,asset,
cloudwatch-dashboard,cloudwatch.dashboard,cloudwatch,DashboardName,DashboardName,,DashboardArn,dashboard,/,false,true,field,real,asset,
insight-rule,cloudwatch.insight_rule,cloudwatch,Name,Name,,Arn,insight-rule,/,false,true,field,real,asset,
cloudwatch.metric_stream,cloudwatch.metric_stream,cloudwatch,Name,,,Arn,,/,false,true,field,real,asset,
artifact-domain,codeartifact.domain,codeartifact,name,name,,arn,,/,false,true,field,real,asset,
artifact-repo,codeartifact.repository,codeartifact,name,name,,arn,,/,false,true,field,real,asset,
codebuild.fleet,codebuild.fleet,codebuild,Arn,,,Arn,,/,false,true,field,real,asset,
codebuild,codebuild.project,codebuild,name,name,,arn,project,/,false,true,field,real,asset,
codebuild.report_group,codebuild.report_group,codebuild,Id,,,Arn,,/,false,true,field,real,asset,
codebuild.source_credential,codebuild.source_credential,codebuild,Id,,,arn,,/,false,true,field,real,asset,
codecatalyst.access_token,codecatalyst.access_token,codecatalyst,id,,,,access-token,/,false,true,construct,real,asset,
codecommit,codecommit.repository,codecommit,repositoryName,repositoryName,,Arn,,/,false,true,field,real,asset,
codeconnections.connection,codeconnections.connection,codeconnections,ConnectionArn,,,ConnectionArn,,/,false,true,field,real,asset,
codeconnections.repository_link,codeconnections.repository_link,codeconnections,RepositoryLinkArn,,,RepositoryLinkArn,,/,false,true,field,real,asset,
codedeploy-app,codedeploy.application,codedeploy,applicationName,applicationName,,,application,:,false,true,construct,real,asset,
codedeploy-deployment,codedeploy.codedeploy_deployment,codedeploy,deploymentId,deploymentId,,,deploymentgroup,/,false,true,construct,real,asset,
codedeploy.deployment_config,codedeploy.deployment_config,codedeploy,DeploymentConfigName,,,,deployment-config,/,false,true,construct,real,asset,
codedeploy-group,codedeploy.deployment_group,codedeploy,deploymentGroupId,deploymentGroupName,,,deploymentgroup,:,false,true,construct,real,child,applicationName
codeguru-reviewer.code_review,codeguru-reviewer.code_review,codeguru-reviewer,CodeReviewArn,,,CodeReviewArn,,/,false,true,field,real,child,CodeReviewArn
codeguruprofiler.profiling_group,codeguruprofiler.profiling_group,codeguruprofiler,ProfilingGroupName,,,Arn,,/,false,true,field,real,asset,
codepipeline,codepipeline.pipeline,codepipeline,name,name,,Arn,,/,false,true,field,real,asset,
codepipeline.rule_execution,codepipeline.rule_execution,codepipeline,ruleExecutionId,,,,rule-execution,/,false,true,construct,real,asset,
codepipeline.webhook,codepipeline.webhook,codepipeline,Id,,,arn,,/,false,true,field,real,asset,
cognito.user_pool,cognito.user_pool,cognito,Arn,,,Arn,,/,false,true,field,real,asset,
identity-pool,cognito-identity.identity_pool,cognito-identity,IdentityPoolId,IdentityPoolName,,,identitypool,/,false,true,construct,real,asset,
user-pool,cognito-identity.user_pool,cognito-identity,Id,Name,,Arn,userpool,/,false,true,field,real,asset,
cognito-idp.managed_login_branding,cognito-idp.managed_login_branding,cognito-idp,ManagedLoginBrandingId,,,,managed-login-branding,/,false,true,construct,real,asset,
cognito-idp.user_pool,cognito-idp.user_pool,cognito-idp,Arn,,,Arn,,/,false,true,field,real,child,UserPoolId
comprehend.dataset,comprehend.dataset,comprehend,DatasetArn,,,DatasetArn,,/,false,true,field,real,asset,
comprehend.document_classifier,comprehend.document_classifier,comprehend,Arn,,,Arn,,/,false,true,field,real,asset,
comprehend.endpoint,comprehend.endpoint,comprehend,EndpointArn,,,EndpointArn,,/,false,true,field,real,asset,
comprehend.entity_recognizer,comprehend.entity_recognizer,comprehend,EntityRecognizerArn,,,EntityRecognizerArn,,/,false,true,field,real,asset,
comprehend.flywheel,comprehend.flywheel,comprehend,Arn,,,Arn,,/,false,true,field,real,asset,
compute-optimizer-automation.account,compute-optimizer-automation.account,compute-optimizer-automation,accountId,,,,account,/,false,true,construct,real,asset,
compute-optimizer-automation.automation_rule,compute-optimizer-automation.automation_rule,compute-optimizer-automation,name,,,,automation-rule,/,false,true,construct,real,asset,
compute-optimizer-automation.recommended_action,compute-optimizer-automation.recommended_action,compute-optimizer-automation,recommendedActionId,,,,recommended-action,/,false,true,construct,real,asset,
config.aggregation_authorization,config.aggregation_authorization,config,AuthorizedAccountId,,,AggregationAuthorizationArn,,/,false,true,field,real,asset,
config-rule,config.config_rule,config,ConfigRuleName,ConfigRuleName,,ConfigRuleArn,config-rule,/,false,true,field,real,asset,
config.configuration_aggregator,config.configuration_aggregator,config,ConfigurationAggregatorName,,,ConfigurationAggregatorArn,,/,false,true,field,real,asset,
config-recorder,config.configuration_recorder,config,name,name,,,configuration-recorder,/,false,true,construct,real,asset,
config.configuration_recorder_status,config.configuration_recorder_status,config,name,,,,config-recorder-status,/,false,true,construct,real,asset,
config.conformance_pack,config.conformance_pack,config,ConformancePackName,,,ConformancePackArn,,/,false,true,field,real,asset,
config.delivery_channel,config.delivery_channel,config,name,,,,delivery-channel,/,false,true,construct,real,asset,
config.organization_config_rule,config.organization_config_rule,config,Id,,,OrganizationConfigRuleArn,,/,false,true,field,real,asset,
config.organization_conformance_pack,config.organization_conformance_pack,config,OrganizationConformancePackName,,,OrganizationConformancePackArn,,/,false,true,field,real,asset,
config.remediation_configuration,config.remediation_configuration,config,ConfigRuleName,,,Arn,,/,false,true,field,real,child,ConfigRuleNames
config.stored_query,config.stored_query,config,QueryName,,,QueryArn,,/,false,true,field,real,asset,
connect.agent_status,connect.agent_status,connect,AgentStatusArn,,,AgentStatusArn,,/,false,true,field,real,child,"AgentStatusId,InstanceId"
connect.authentication_profile,connect.authentication_profile,connect,Arn,,,Arn,,/,false,true,field,real,asset,
connect-instance,connect.instance,connect,Id,InstanceAlias,,Arn,instance,/,false,true,field,real,asset,
connect.contact,connect.contact,connect,Arn,,,Arn,,/,false,true,field,real,child,"ContactId,InstanceId"
connect.contact_flow,connect.contact_flow,connect,ContactFlowArn,,,ContactFlowArn,,/,false,true,field,real,child,InstanceId
connect.contact_flow_module,connect.contact_flow_module,connect,ContactFlowModuleArn,,,ContactFlowModuleArn,,/,false,true,field,real,child,InstanceId
connect.contact_flow_module_alias,connect.contact_flow_module_alias,connect,ContactFlowModuleAliasARN,,,ContactFlowModuleAliasARN,,/,false,true,field,real,asset,
connect.contact_flow_module_version,connect.contact_flow_module_version,connect,ContactFlowModuleVersionARN,,,ContactFlowModuleVersionARN,,/,false,true,field,real,asset,
connect.contact_flow_version,connect.contact_flow_version,connect,ContactFlowVersionARN,,,ContactFlowVersionARN,,/,false,true,field,real,asset,
connect.contact_metric,connect.contact_metric,connect,Arn,,,Arn,,/,false,true,field,real,asset,
connect.email_address,connect.email_address,connect,EmailAddressArn,,,EmailAddressArn,,/,false,true,field,real,asset,
connect.evaluation_form,connect.evaluation_form,connect,EvaluationFormArn,,,EvaluationFormArn,,/,false,true,field,real,child,InstanceId
connect.hours_of_operation,connect.hours_of_operation,connect,HoursOfOperationArn,,,HoursOfOperationArn,,/,false,true,field,real,child,InstanceId
connect.hours_of_operation_override,connect.hours_of_operation_override,connect,HoursOfOperationOverrideId,,,,hours-of-operation-override,/,false,true,construct,real,asset,
connect.instance_storage_config,connect.instance_storage_config,connect,InstanceArn,,,InstanceArn,,/,false,true,field,real,child,InstanceId
connect.integration_association,connect.integration_association,connect,InstanceId,,,IntegrationAssociationArn,,/,false,true,field,real,child,InstanceId
connect.phone_number,connect.phone_number,connect,PhoneNumberArn,,,PhoneNumberArn,,/,false,true,field,real,child,InstanceId
connect.prompt,connect.prompt,connect,PromptArn,,,PromptArn,,/,false,true,field,real,child,InstanceId
connect.queue,connect.queue,connect,QueueArn,,,QueueArn,,/,false,true,field,real,child,InstanceId
connect.queue_quick_connect,connect.queue_quick_connect,connect,,,,Arn,,/,false,true,field,real,child,"InstanceId,QueueId"
connect.quick_connect,connect.quick_connect,connect,QuickConnectArn,,,QuickConnectArn,,/,false,true,field,real,child,InstanceId
connect.routing_profile,connect.routing_profile,connect,RoutingProfileArn,,,RoutingProfileArn,,/,false,true,field,real,child,InstanceId
connect.routing_profile_queue,connect.routing_profile_queue,connect,,,,QueueArn,,/,false,true,field,real,child,"InstanceId,RoutingProfileId"
connect.rule,connect.rule,connect,RuleArn,,,RuleArn,,/,false,true,field,real,child,InstanceId
connect.search_contact,connect.search_contact,connect,,,,Arn,,/,false,true,field,real,child,"InstanceId,TimeRange"
connect.search_hours_of_operation,connect.search_hours_of_operation,connect,,,,HoursOfOperationArn,,/,false,true,field,real,child,InstanceId
connect.search_prompt,connect.search_prompt,connect,,,,PromptARN,,/,false,true,field,real,child,InstanceId
connect.search_queue,connect.search_queue,connect,,,,QueueArn,,/,false,true,field,real,child,InstanceId
connect.search_quick_connect,connect.search_quick_connect,connect,,,,QuickConnectARN,,/,false,true,field,real,child,InstanceId
connect.search_routing_profile,connect.search_routing_profile,connect,,,,RoutingProfileArn,,/,false,true,field,real,child,InstanceId
connect.search_security_profile,connect.search_security_profile,connect,,,,Arn,,/,false,true,field,real,child,InstanceId
connect.search_user,connect.search_user,connect,,,,Arn,,/,false,true,field,real,child,InstanceId
connect.security_profile,connect.security_profile,connect,SecurityProfileArn,,,SecurityProfileArn,,/,false,true,field,real,child,InstanceId
connect.task_template,connect.task_template,connect,Arn,,,Arn,,/,false,true,field,real,child,InstanceId
connect.traffic_distribution,connect.traffic_distribution,connect,Arn,,,Arn,,/,false,true,field,real,child,Id
connect.traffic_distribution_group,connect.traffic_distribution_group,connect,TrafficDistributionGroupArn,,,TrafficDistributionGroupArn,,/,false,true,field,real,asset,
connect.user,connect.user,connect,UserArn,,,UserArn,,/,false,true,field,real,child,InstanceId
connect.user_hierarchy_group,connect.user_hierarchy_group,connect,UserHierarchyGroupArn,,,UserHierarchyGroupArn,,/,false,true,field,real,child,InstanceId
connect.user_hierarchy_structure,connect.user_hierarchy_structure,connect,UserHierarchyStructureArn,,,UserHierarchyStructureArn,,/,false,true,field,real,child,InstanceId
connect.view,connect.view,connect,ViewArn,,,ViewArn,,/,false,true,field,real,child,InstanceId
connect.view_version,connect.view_version,connect,ViewVersionArn,,,ViewVersionArn,,/,false,true,field,real,child,"InstanceId,ViewId"
connect.vocabulary,connect.vocabulary,connect,Arn,,,Arn,,/,false,true,field,real,child,"InstanceId,VocabularyId"
connectcampaigns.campaign,connectcampaigns.campaign,connectcampaigns,Arn,,,Arn,,/,false,true,field,real,asset,
connectcampaignsv2.campaign,connectcampaignsv2.campaign,connectcampaignsv2,Arn,,,Arn,,/,false,true,field,real,asset,
connectcases.case_rule,connectcases.case_rule,connectcases,caseRuleArn,,,caseRuleArn,,/,false,true,field,real,asset,
connectcases.domain,connectcases.domain,connectcases,domainArn,,,domainArn,,/,false,true,field,real,child,domainId
connectcases.field,connectcases.field,connectcases,fieldArn,,,fieldArn,,/,false,true,field,real,child,domainId
connectcases.layout,connectcases.layout,connectcases,layoutArn,,,layoutArn,,/,false,true,field,real,child,"domainId,layoutId"
connectcases.template,connectcases.template,connectcases,templateArn,,,templateArn,,/,false,true,field,real,child,"domainId,templateId"
connectparticipant.view,connectparticipant.view,connectparticipant,Arn,,,Arn,,/,false,true,field,real,child,"ConnectionToken,ViewToken"
controlcatalog.common_control,controlcatalog.common_control,controlcatalog,Arn,,,Arn,,/,false,true,field,real,asset,
controlcatalog.control,controlcatalog.control,controlcatalog,Arn,,,Arn,,/,false,true,field,real,asset,
controlcatalog.domain,controlcatalog.domain,controlcatalog,Arn,,,Arn,,/,false,true,field,real,asset,
controlcatalog.objective,controlcatalog.objective,controlcatalog,Arn,,,Arn,,/,false,true,field,real,asset,
controltower.enabled_baseline,controltower.enabled_baseline,controltower,EnabledBaselineIdentifier,,,arn,,/,false,true,field,real,asset,
controltower.enabled_control,controltower.enabled_control,controltower,TargetIdentifier,,,arn,,/,false,true,field,real,child,targetIdentifier
controltower.landing_zone,controltower.landing_zone,controltower,LandingZoneIdentifier,,,Arn,,/,false,true,field,real,asset,
costexplorer.cost_category_definition,costexplorer.cost_category_definition,costexplorer,Name,,,,cost-category-definition,/,false,true,construct,real,asset,
cur.report_definition,cur.report_definition,cur,ReportName,,,,report-definition,/,false,true,construct,real,asset,
custom.event_bu,custom.event_bu,custom,Arn,,,Arn,,/,false,true,field,real,asset,
custom.event_bus,custom.event_bus,custom,Arn,,,Arn,,/,false,true,field,real,asset,
customer-profiles.profile_history_record,customer-profiles.profile_history_record,customer-profiles,Id,,,,profile-history-record,/,false,true,construct,real,asset,
databrew.dataset,databrew.dataset,databrew,Name,,,,dataset,/,false,true,construct,real,asset,
databrew.job,databrew.job,databrew,Name,,,,job,/,false,true,construct,real,asset,
databrew.project,databrew.project,databrew,Name,,,,project,/,false,true,construct,real,asset,
databrew.recipe,databrew.recipe,databrew,Name,,,,recipe,/,false,true,construct,real,asset,
databrew.ruleset,databrew.ruleset,databrew,Name,,,,ruleset,/,false,true,construct,real,asset,
databrew.schedule,databrew.schedule,databrew,Name,,,,schedule,/,false,true,construct,real,asset,
dataexchange.asset,dataexchange.asset,dataexchange,,,,Arn,,/,false,true,field,real,child,"AssetId,DataSetId,RevisionId"
dataexchange.data_grant,dataexchange.data_grant,dataexchange,Arn,,,Arn,,/,false,true,field,real,asset,
dataexchange.data_set,dataexchange.data_set,dataexchange,,,,Arn,,/,false,true,field,real,child,DataSetId
dataexchange.data_set_revision,dataexchange.data_set_revision,dataexchange,Arn,,,Arn,,/,false,true,field,real,child,DataSetId
dataexchange.event_action,dataexchange.event_action,dataexchange,,,,Arn,,/,false,true,field,real,child,EventActionId
dataexchange.received_data_grant,dataexchange.received_data_grant,dataexchange,Arn,,,Arn,,/,false,true,field,real,asset,
dataexchange.revision,dataexchange.revision,dataexchange,Arn,,,Arn,,/,false,true,field,real,child,"DataSetId,RevisionId"
dataexchange.revision_asset,dataexchange.revision_asset,dataexchange,Arn,,,Arn,,/,false,true,field,real,child,"DataSetId,RevisionId"
datapipeline,datapipeline.pipeline,datapipeline,pipelineId,name,,,pipeline,/,false,true,construct,real,asset,
datasync-agent,datasync.agent,datasync,AgentArn,Name,,AgentArn,agent,/,false,true,field,real,asset,
datasync.location,datasync.location,datasync,LocationArn,,,LocationArn,,/,false,true,field,real,asset,
datasync-task,datasync.task,datasync,TaskArn,Name,,TaskArn,task,/,false,true,field,real,asset,
datasync.task_execution,datasync.task_execution,datasync,TaskExecutionArn,,,TaskExecutionArn,,/,false,true,field,real,asset,
datazone.asset_filter,datazone.asset_filter,datazone,id,,,,asset-filter,/,false,true,construct,real,asset,
datazone.connection,datazone.connection,datazone,DomainId,,,,connection,/,false,true,construct,real,asset,
datazone.data_product,datazone.data_product,datazone,id,,,,data-product,/,false,true,construct,real,asset,
datazone.domain,datazone.domain,datazone,Id,,,Arn,,/,false,true,field,real,asset,
datazone.domain_unit,datazone.domain_unit,datazone,DomainId,,,,domain-unit,/,false,true,construct,real,asset,
datazone.domain_units_for_parent,datazone.domain_units_for_parent,datazone,name,,,,domain-units-for-parent,/,false,true,construct,real,asset,
datazone.environment_action,datazone.environment_action,datazone,id,,,,environment-action,/,false,true,construct,real,asset,
datazone.environment_actions,datazone.environment_actions,datazone,DomainId,,,,environment-actions,/,false,true,construct,real,asset,
datazone.job_run,datazone.job_run,datazone,id,,,,job-run,/,false,true,construct,real,asset,
datazone.lineage_event,datazone.lineage_event,datazone,id,,,,lineage-event,/,false,true,construct,real,asset,
datazone.lineage_node,datazone.lineage_node,datazone,id,,,,lineage-node,/,false,true,construct,real,asset,
datazone.lineage_node_history,datazone.lineage_node_history,datazone,name,,,,lineage-node-history,/,false,true,construct,real,asset,
datazone.metadata_generation_run,datazone.metadata_generation_run,datazone,id,,,,metadata-generation-run,/,false,true,construct,real,asset,
datazone.owner,datazone.owner,datazone,DomainIdentifier,,,,owner,/,false,true,construct,real,asset,
datazone.policy_grant,datazone.policy_grant,datazone,DomainIdentifier,,,,policy-grant,/,false,true,construct,real,asset,
datazone.project_profile,datazone.project_profile,datazone,DomainIdentifier,,,,project-profile,/,false,true,construct,real,asset,
datazone.rule,datazone.rule,datazone,name,,,,rule,/,false,true,construct,real,asset,
datazone.time_series_data_point,datazone.time_series_data_point,datazone,id,,,,time-series-data-point,/,false,true,construct,real,asset,
dax,dax.cluster,dax,ClusterName,ClusterName,,ClusterArn,cache,/,false,true,field,real,asset,
dax.parameter_group,dax.parameter_group,dax,ParameterGroupName,,,,parametergroup,/,false,true,construct,real,asset,
dax.subnet_group,dax.subnet_group,dax,Id,,,,subnet-group,/,false,true,construct,real,asset,
deadline.budget,deadline.budget,deadline,budgetId,,,,budget,/,false,true,construct,real,asset,
deadline.farm,deadline.farm,deadline,Arn,,,Arn,,/,false,true,field,real,asset,
deadline.fleet,deadline.fleet,deadline,Arn,,,Arn,,/,false,true,field,real,asset,
deadline.job,deadline.job,deadline,jobId,,,,job,/,false,true,construct,real,asset,
deadline.license_endpoint,deadline.license_endpoint,deadline,Arn,,,Arn,,/,false,true,field,real,asset,
deadline.metered_product,deadline.metered_product,deadline,Arn,,,Arn,,/,false,true,field,real,asset,
deadline.monitor,deadline.monitor,deadline,Arn,,,Arn,,/,false,true,field,real,asset,
deadline.queue,deadline.queue,deadline,Arn,,,Arn,,/,false,true,field,real,asset,
deadline.queue_environment,deadline.queue_environment,deadline,FarmId,,,,queue-environment,/,false,true,construct,real,asset,
deadline.queue_fleet_association,deadline.queue_fleet_association,deadline,FarmId,,,,queue-fleet-association,/,false,true,construct,real,asset,
deadline.queue_limit_association,deadline.queue_limit_association,deadline,FarmId,,,,queue-limit-association,/,false,true,construct,real,asset,
deadline.session,deadline.session,deadline,sessionId,,,,session,/,false,true,construct,real,asset,
deadline.session_action,deadline.session_action,deadline,sessionActionId,,,,session-action,/,false,true,construct,real,asset,
deadline.step,deadline.step,deadline,stepId,,,,step,/,false,true,construct,real,asset,
deadline.storage_profile,deadline.storage_profile,deadline,FarmId,,,,storage-profile,/,false,true,construct,real,asset,
deadline.task,deadline.task,deadline,taskId,,,,task,/,false,true,construct,real,asset,
deadline.worker,deadline.worker,deadline,workerId,,,,worker,/,false,true,construct,real,asset,
desired.instance,desired.instance,desired,InstanceId,,,,instance,/,false,true,construct,real,asset,
detective.graph,detective.graph,detective,Arn,,,Arn,,/,false,true,field,real,asset,
devicefarm.artifact,devicefarm.artifact,devicefarm,arn,,,arn,,/,false,true,field,real,child,arn
devicefarm.device,devicefarm.device,devicefarm,arn,,,arn,,/,false,true,field,real,child,arn
devicefarm.device_instance,devicefarm.device_instance,devicefarm,arn,,,arn,,/,false,true,field,real,child,arn
devicefarm.device_pool,devicefarm.device_pool,devicefarm,arn,,,arn,,/,false,true,field,real,child,arn
devicefarm-project,devicefarm.devicefarm_project,devicefarm,arn,name,,arn,project,/,false,true,field,real,asset,
devicefarm.instance_profile,devicefarm.instance_profile,devicefarm,arn,,,arn,,/,false,true,field,real,child,arn
devicefarm.job,devicefarm.job,devicefarm,arn,,,arn,,/,false,true,field,real,child,arn
devicefarm.network_profile,devicefarm.network_profile,devicefarm,arn,,,arn,,/,false,true,field,real,child,arn
devicefarm.project,devicefarm.project,devicefarm,arn,,,arn,,/,false,true,field,real,child,arn
devicefarm.remote_access_session,devicefarm.remote_access_session,devicefarm,arn,,,arn,,/,false,true,field,real,child,arn
devicefarm.run,devicefarm.run,devicefarm,arn,,,arn,,/,false,true,field,real,child,arn
devicefarm.sample,devicefarm.sample,devicefarm,arn,,,arn,,/,false,true,field,real,child,arn
