resource,key,service,id_field,name_field,id_prefix,arn_field,arn_type,arn_separator,global_resource,has_arn,strategy,arn_quality,asset_class,parent_params
mgn.launch_configuration,mgn.launch_configuration,mgn,name,,,,,/,false,true,parent,derived,child,sourceServerID
mgn.replication_configuration,mgn.replication_configuration,mgn,name,,,,,/,false,true,parent,derived,child,sourceServerID
migrationhuborchestrator.template_step,migrationhuborchestrator.template_step,migrationhuborchestrator,id,,,,,/,false,true,parent,derived,child,"id,stepGroupId,templateId"
migrationhuborchestrator.template_step_group,migrationhuborchestrator.template_step_group,migrationhuborchestrator,id,,,,,/,false,true,parent,derived,child,"id,templateId"
migrationhuborchestrator.workflow_step,migrationhuborchestrator.workflow_step,migrationhuborchestrator,name,,,,,/,false,true,parent,derived,child,"id,stepGroupId,workflowId"
migrationhuborchestrator.workflow_step_group,migrationhuborchestrator.workflow_step_group,migrationhuborchestrator,id,,,,,/,false,true,parent,derived,child,"id,workflowId"
migrationhubstrategy.application_component_detail,migrationhubstrategy.application_component_detail,migrationhubstrategy,id,,,,,/,false,true,parent,derived,child,applicationComponentId
migrationhubstrategy.assessment,migrationhubstrategy.assessment,migrationhubstrategy,id,,,,,/,false,true,parent,derived,child,id
migrationhubstrategy.import_file_task,migrationhubstrategy.import_file_task,migrationhubstrategy,id,,,,,/,false,true,parent,derived,child,id
migrationhubstrategy.recommendation_report_detail,migrationhubstrategy.recommendation_report_detail,migrationhubstrategy,id,,,,,/,false,true,parent,derived,child,id
migrationhubstrategy.server_detail,migrationhubstrategy.server_detail,migrationhubstrategy,id,,,,,/,false,true,parent,derived,child,serverId
mturk.assignment,mturk.assignment,mturk,AssignmentId,,,,,/,false,true,parent,derived,child,AssignmentId
mturk.hit,mturk.hit,mturk,HITId,,,,,/,false,true,parent,derived,child,HITId
mturk.qualification_type,mturk.qualification_type,mturk,QualificationTypeId,,,,,/,false,true,parent,derived,child,QualificationTypeId
neptune-graph.query,neptune-graph.query,neptune-graph,id,,,,,/,false,true,parent,derived,child,"graphIdentifier,queryId"
networkmanager.core_network_change_set,networkmanager.core_network_change_set,networkmanager,Identifier,,,,,/,false,true,parent,derived,child,"CoreNetworkId,PolicyVersionId"
networkmanager.customer_gateway_association,networkmanager.customer_gateway_association,networkmanager,GlobalNetworkId,,,,,/,false,true,parent,derived,child,GlobalNetworkId
networkmanager.link_association,networkmanager.link_association,networkmanager,GlobalNetworkId,,,,,/,false,true,parent,derived,child,GlobalNetworkId
networkmanager.transit_gateway_registration,networkmanager.transit_gateway_registration,networkmanager,GlobalNetworkId,,,,,/,false,true,parent,derived,child,GlobalNetworkId
omics.annotation_import_job,omics.annotation_import_job,omics,id,,,,,/,false,true,parent,derived,child,jobId
omics.multipart_read_set_upload,omics.multipart_read_set_upload,omics,name,,,,,/,false,true,parent,derived,child,sequenceStoreId
omics.read_set_activation_job,omics.read_set_activation_job,omics,id,,,,,/,false,true,parent,derived,child,"id,sequenceStoreId"
omics.read_set_export_job,omics.read_set_export_job,omics,id,,,,,/,false,true,parent,derived,child,"id,sequenceStoreId"
omics.read_set_import_job,omics.read_set_import_job,omics,id,,,,,/,false,true,parent,derived,child,"id,sequenceStoreId"
omics.reference_import_job,omics.reference_import_job,omics,id,,,,,/,false,true,parent,derived,child,"id,referenceStoreId"
omics.run_task,omics.run_task,omics,name,,,,,/,false,true,parent,derived,child,"id,taskId"
omics.share,omics.share,omics,shareId,,,,,/,false,true,parent,derived,child,shareId
omics.variant_import_job,omics.variant_import_job,omics,id,,,,,/,false,true,parent,derived,child,jobId
opensearch.domain,opensearch.domain,opensearch,DomainId,,,,,/,false,true,parent,derived,child,DomainName
outposts.asset,outposts.asset,outposts,AssetId,,,,,/,false,true,parent,derived,child,OutpostIdentifier
outposts.connection,outposts.connection,outposts,ConnectionId,,,,,/,false,true,parent,derived,child,ConnectionId
outposts.order,outposts.order,outposts,OrderId,,,,,/,false,true,parent,derived,child,OrderId
panorama.application_instance_dependency,panorama.application_instance_dependency,panorama,Name,,,,,/,false,true,parent,derived,child,ApplicationInstanceId
panorama.application_instance_detail,panorama.application_instance_detail,panorama,Name,,,,,/,false,true,parent,derived,child,ApplicationInstanceId
panorama.device,panorama.device,panorama,DeviceId,,,,,/,false,true,parent,derived,child,DeviceId
panorama.node,panorama.node,panorama,NodeId,,,,,/,false,true,parent,derived,child,NodeId
pi.resource_metric,pi.resource_metric,pi,Identifier,,,,,/,false,true,parent,derived,child,"EndTime,Identifier,MetricQueries,ServiceType,StartTime"
pinpoint.adm_channel,pinpoint.adm_channel,pinpoint,Id,,,,,/,false,true,parent,derived,child,ApplicationId
pinpoint.apns_channel,pinpoint.apns_channel,pinpoint,Id,,,,,/,false,true,parent,derived,child,ApplicationId
pinpoint.apns_sandbox_channel,pinpoint.apns_sandbox_channel,pinpoint,Id,,,,,/,false,true,parent,derived,child,ApplicationId
pinpoint.apns_voip_channel,pinpoint.apns_voip_channel,pinpoint,Id,,,,,/,false,true,parent,derived,child,ApplicationId
pinpoint.apns_voip_sandbox_channel,pinpoint.apns_voip_sandbox_channel,pinpoint,Id,,,,,/,false,true,parent,derived,child,ApplicationId
pinpoint.application_settings,pinpoint.application_settings,pinpoint,Id,,,,,/,false,true,parent,derived,child,ApplicationId
pinpoint.baidu_channel,pinpoint.baidu_channel,pinpoint,Id,,,,,/,false,true,parent,derived,child,ApplicationId
pinpoint.email_channel,pinpoint.email_channel,pinpoint,Id,,,,,/,false,true,parent,derived,child,ApplicationId
pinpoint.endpoint,pinpoint.endpoint,pinpoint,Id,,,,,/,false,true,parent,derived,child,"ApplicationId,EndpointId"
pinpoint.event_stream,pinpoint.event_stream,pinpoint,Id,,,,,/,false,true,parent,derived,child,ApplicationId
pinpoint.export_job,pinpoint.export_job,pinpoint,Id,,,,,/,false,true,parent,derived,child,"ApplicationId,JobId"
pinpoint.gcm_channel,pinpoint.gcm_channel,pinpoint,Id,,,,,/,false,true,parent,derived,child,ApplicationId
pinpoint.import_job,pinpoint.import_job,pinpoint,Id,,,,,/,false,true,parent,derived,child,"ApplicationId,JobId"
pinpoint.journey,pinpoint.journey,pinpoint,Id,,,,,/,false,true,parent,derived,child,"ApplicationId,JourneyId"
pinpoint.recommender_configuration,pinpoint.recommender_configuration,pinpoint,Id,,,,,/,false,true,parent,derived,child,RecommenderId
pinpoint.sms_channel,pinpoint.sms_channel,pinpoint,Id,,,,,/,false,true,parent,derived,child,ApplicationId
pinpoint.voice_channel,pinpoint.voice_channel,pinpoint,Id,,,,,/,false,true,parent,derived,child,ApplicationId
pinpoint-email.configuration_set,pinpoint-email.configuration_set,pinpoint-email,ConfigurationSetName,,,,,/,false,true,parent,derived,child,ConfigurationSetName
pinpoint-email.configuration_set_event_destination,pinpoint-email.configuration_set_event_destination,pinpoint-email,Name,,,,,/,false,true,parent,derived,child,ConfigurationSetName
pinpoint-sms-voice.configuration_set_event_destination,pinpoint-sms-voice.configuration_set_event_destination,pinpoint-sms-voice,Name,,,,,/,false,true,parent,derived,child,ConfigurationSetName
proton.component_provisioned_resource,proton.component_provisioned_resource,proton,name,,,,,/,false,true,parent,derived,child,componentName
proton.environment_provisioned_resource,proton.environment_provisioned_resource,proton,name,,,,,/,false,true,parent,derived,child,environmentName
proton.service_instance_provisioned_resource,proton.service_instance_provisioned_resource,proton,name,,,,,/,false,true,parent,derived,child,"serviceInstanceName,serviceName"
proton.service_pipeline_provisioned_resource,proton.service_pipeline_provisioned_resource,proton,name,,,,,/,false,true,parent,derived,child,serviceName
qbusiness.chat_controls_configuration,qbusiness.chat_controls_configuration,qbusiness,name,,,,,/,false,true,parent,derived,child,applicationId
qbusiness.conversation,qbusiness.conversation,qbusiness,conversationId,,,,,/,false,true,parent,derived,child,"applicationId,userId"
qbusiness.message,qbusiness.message,qbusiness,messageId,,,,,/,false,true,parent,derived,child,"applicationId,conversationId,userId"
qbusiness.user,qbusiness.user,qbusiness,userId,,,,,/,false,true,parent,derived,child,"applicationId,userId"
qconnect.import_job,qconnect.import_job,qconnect,importJobId,,,,,/,false,true,parent,derived,child,"importJobId,knowledgeBaseId"
redshift-data.statement,redshift-data.statement,redshift-data,Id,,,,,/,false,true,parent,derived,child,Id
redshift-data.table,redshift-data.table,redshift-data,tableName,,,,,/,false,true,parent,derived,child,Database
redshift-serverless.recovery_point,redshift-serverless.recovery_point,redshift-serverless,recoveryPointId,,,,,/,false,true,parent,derived,child,recoveryPointId
redshift-serverless.scheduled_action,redshift-serverless.scheduled_action,redshift-serverless,scheduledActionName,,,,,/,false,true,parent,derived,child,scheduledActionName
rekognition.celebrity_info,rekognition.celebrity_info,rekognition,Name,,,,,/,false,true,parent,derived,child,Id
rekognition.face,rekognition.face,rekognition,FaceId,,,,,/,false,true,parent,derived,child,CollectionId
rekognition.user,rekognition.user,rekognition,UserId,,,,,/,false,true,parent,derived,child,CollectionId
repostspace.space,repostspace.space,repostspace,spaceId,,,,,/,false,true,parent,derived,child,spaceId
resiliencehub.app_version_app_component,resiliencehub.app_version_app_component,resiliencehub,id,,,,,/,false,true,parent,derived,child,"appArn,appVersion,id"
route53domains.domain_detail,route53domains.domain_detail,route53domains,Name,,,,,/,false,true,parent,derived,child,DomainName
route53resolver.firewall_config,route53resolver.firewall_config,route53resolver,Id,,,,,/,false,true,parent,derived,child,ResourceId
route53resolver.firewall_rule,route53resolver.firewall_rule,route53resolver,Name,,,,,/,false,true,parent,derived,child,FirewallRuleGroupId
route53resolver.resolver_query_log_config_association,route53resolver.resolver_query_log_config_association,route53resolver,Id,,,,,/,false,true,parent,derived,child,ResolverQueryLogConfigAssociationId
s3.bucket_acl,s3.bucket_acl,s3,ID,,,,,/,false,true,parent,derived,child,Bucket
s3.bucket_intelligent_tiering_configuration,s3.bucket_intelligent_tiering_configuration,s3,Id,,,,,/,false,true,parent,derived,child,Bucket
s3.bucket_metrics_configuration,s3.bucket_metrics_configuration,s3,Id,,,,,/,false,true,parent,derived,child,Bucket
s3.bucket_policy,s3.bucket_policy,s3,Bucket,,,,,/,false,true,parent,derived,child,Bucket
s3control.access_point_for_object_lambda,s3control.access_point_for_object_lambda,s3control,Name,,,,,/,false,true,parent,derived,child,"AccountId,Name"
s3control.access_points_for_object_lambda,s3control.access_points_for_object_lambda,s3control,Name,,,,,/,false,true,parent,derived,child,AccountId
s3control.bucket_lifecycle_configuration,s3control.bucket_lifecycle_configuration,s3control,ID,,,,,/,false,true,parent,derived,child,"AccountId,Bucket"
s3control.multi_region_access_point,s3control.multi_region_access_point,s3control,Name,,,,,/,false,true,parent,derived,child,"AccountId,Name"
s3control.multi_region_access_point_operation,s3control.multi_region_access_point_operation,s3control,Name,,,,,/,false,true,parent,derived,child,"AccountId,RequestTokenARN"
serverlessrepo.application,serverlessrepo.application,serverlessrepo,ApplicationId,,,,,/,false,true,parent,derived,child,ApplicationId
service-quotas.requested_service_quota_change,service-quotas.requested_service_quota_change,service-quotas,Id,,,,,/,false,true,parent,derived,child,RequestId
servicediscovery.instance,servicediscovery.instance,servicediscovery,InstanceId,,,,,/,false,true,parent,derived,child,ServiceId
servicediscovery.operation,servicediscovery.operation,servicediscovery,Id,,,,,/,false,true,parent,derived,child,OperationId
sesv2.configuration_set,sesv2.configuration_set,sesv2,ConfigurationSetName,,,,,/,false,true,parent,derived,child,ConfigurationSetName
sesv2.configuration_set_event_destination,sesv2.configuration_set_event_destination,sesv2,Name,,,,,/,false,true,parent,derived,child,ConfigurationSetName
sesv2.contact_list,sesv2.contact_list,sesv2,ContactListName,,,,,/,false,true,parent,derived,child,ContactListName
simspaceweaver.app,simspaceweaver.app,simspaceweaver,Name,,,,,/,false,true,parent,derived,child,"App,Domain,Simulation"
sms-voice.configuration_set_event_destination,sms-voice.configuration_set_event_destination,sms-voice,Name,,,,,/,false,true,parent,derived,child,ConfigurationSetName
snow-device-management.device,snow-device-management.device,snow-device-management,name,,,,,/,false,true,parent,derived,child,managedDeviceId
snow-device-management.execution,snow-device-management.execution,snow-device-management,executionId,,,,,/,false,true,parent,derived,child,"managedDeviceId,taskId"
snowball.address,snowball.address,snowball,AddressId,,,,,/,false,true,parent,derived,child,AddressId
snowball.cluster,snowball.cluster,snowball,ClusterId,,,,,/,false,true,parent,derived,child,ClusterId
snowball.job,snowball.job,snowball,JobId,,,,,/,false,true,parent,derived,child,JobId
ssm.document_version,ssm.document_version,ssm,Name,,,,,/,false,true,parent,derived,child,Name
ssm-contacts.rotation_override,ssm-contacts.rotation_override,ssm-contacts,RotationOverrideId,,,,,/,false,true,parent,derived,child,"RotationId,RotationOverrideId"
ssm-incidents.incident_finding,ssm-incidents.incident_finding,ssm-incidents,id,,,,,/,false,true,parent,derived,child,incidentRecordArn
ssm-sap.component,ssm-sap.component,ssm-sap,ComponentId,,,,,/,false,true,parent,derived,child,"ApplicationId,ComponentId"
ssm-sap.operation,ssm-sap.operation,ssm-sap,Id,,,,,/,false,true,parent,derived,child,OperationId
sso-admin.customer_managed_policy_references_in_permission_set,sso-admin.customer_managed_policy_references_in_permission_set,sso-admin,Name,,,,,/,false,true,parent,derived,child,"InstanceArn,PermissionSetArn"
sso-admin.permissions_boundary_for_permission_set,sso-admin.permissions_boundary_for_permission_set,sso-admin,Name,,,,,/,false,true,parent,derived,child,"InstanceArn,PermissionSetArn"
stepfunctions.state_machine_for_execution,stepfunctions.state_machine_for_execution,stepfunctions,name,,,,,/,false,true,parent,derived,child,executionArn
swf.activity_type,swf.activity_type,swf,name,,,,,/,false,true,parent,derived,child,"activityType,domain"
swf.workflow_execution,swf.workflow_execution,swf,name,,,,,/,false,true,parent,derived,child,"domain,execution"
swf.workflow_type,swf.workflow_type,swf,name,,,,,/,false,true,parent,derived,child,"domain,workflowType"
synthetics.canary_run,synthetics.canary_run,synthetics,Id,,,,,/,false,true,parent,derived,child,Name
textract.document_analysis,textract.document_analysis,textract,Id,,,,,/,false,true,parent,derived,child,JobId
