key,service,resource_name,cfn_type,c7n_name,spec_resource_type,discovery_id,operation,items_for,hops,collectable,id_field,id_field_source,cfn_primary_id,arn_field,arn_type,arn_separator,id_prefix,global_resource,taggable,inspectable,sources,asset_class,identity_rule,parent_params,arn_strategy,arn_quality,tier,name_field
s3control.caller_access_grant,s3control,caller_access_grant,,,,aws.s3control.list_caller_access_grants,list_caller_access_grants,{{ response.CallerAccessGrantsList }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,,synthetic,synthetic,excluded,
s3control.tags_for_resource,s3control,tags_for_resource,,,,aws.s3control.list_tags_for_resource,list_tags_for_resource,{{ response.Tags }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
s3express.directory_bucket,s3express,directory_bucket,,,,aws.s3express.list_directory_buckets,list_directory_buckets,{{ response.Buckets }},0,yes,Name,spec-bare,,,directory-bucket,,,,,yes,spec,asset,own_id,,construct,real,excluded,
s3files.access_point,s3files,AccessPoint,AWS::S3Files::AccessPoint,,,,,,,no,AccessPointId,cfn,AccessPointId,AccessPointArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
s3files.file_system,s3files,FileSystem,AWS::S3Files::FileSystem,,,,,,,no,FileSystemArn,cfn,FileSystemArn,FileSystemArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
s3files.file_system_policy,s3files,FileSystemPolicy,AWS::S3Files::FileSystemPolicy,,,,,,,no,FileSystemId,cfn,FileSystemId,,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
s3files.mount_target,s3files,MountTarget,AWS::S3Files::MountTarget,,,,,,,no,MountTargetId,cfn,MountTargetId,,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
s3objectlambda.access_point,s3objectlambda,AccessPoint,AWS::S3ObjectLambda::AccessPoint,,,,,,,no,Name,cfn,Name,Arn,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
s3objectlambda.access_point_policy,s3objectlambda,AccessPointPolicy,AWS::S3ObjectLambda::AccessPointPolicy,,,,,,,no,ObjectLambdaAccessPoint,cfn,ObjectLambdaAccessPoint,,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
s3outposts.access_point,s3outposts,AccessPoint,AWS::S3Outposts::AccessPoint,,,,,,,no,Arn,cfn,Arn,Arn,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
s3outposts.bucket,s3outposts,Bucket,AWS::S3Outposts::Bucket,,,,,,,no,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
s3outposts.bucket_policy,s3outposts,BucketPolicy,AWS::S3Outposts::BucketPolicy,,,,,,,no,Bucket,cfn,Bucket,,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
s3outposts.outposts_with_s3,s3outposts,outposts_with_s3,,,,aws.s3outposts.list_outposts_with_s3,list_outposts_with_s3,{{ response.Outposts }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
s3tables.table,s3tables,Table,AWS::S3Tables::Table,,,aws.s3tables.get_table,get_table,{{ response.namespace }},0,yes,TableARN,cfn,TableARN,TableARN,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,excluded,
s3tables.table_bucket,s3tables,TableBucket,AWS::S3Tables::TableBucket,,,aws.s3tables.list_table_buckets,list_table_buckets,{{ response.tableBuckets }},0,yes,TableBucketARN,cfn,TableBucketARN,TableBucketARN,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,excluded,
s3tables.table_bucket_encryption,s3tables,table_bucket_encryption,,,,aws.s3tables.get_table_bucket_encryption,get_table_bucket_encryption,,1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
s3tables.table_bucket_maintenance_configuration,s3tables,table_bucket_maintenance_configuration,,,,aws.s3tables.get_table_bucket_maintenance_configuration,get_table_bucket_maintenance_configuration,,1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
s3tables.table_bucket_metrics_configuration,s3tables,table_bucket_metrics_configuration,,,,aws.s3tables.get_table_bucket_metrics_configuration,get_table_bucket_metrics_configuration,,1,yes,id,spec-bare,,,table-bucket-metrics-configuration,,,,,yes,spec,asset,own_id,,construct,real,excluded,
s3tables.table_bucket_policy,s3tables,TableBucketPolicy,AWS::S3Tables::TableBucketPolicy,,,aws.s3tables.get_table_bucket_policy,get_table_bucket_policy,,1,yes,TableBucketARN,cfn,TableBucketARN,TableBucketARN,,,,,no,yes,cfn+spec,asset,own_id,,field,real,excluded,
s3tables.table_encryption,s3tables,table_encryption,,,,aws.s3tables.get_table_encryption,get_table_encryption,,1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
s3tables.table_maintenance_configuration,s3tables,table_maintenance_configuration,,,,aws.s3tables.get_table_maintenance_configuration,get_table_maintenance_configuration,,1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
s3tables.table_maintenance_job_status,s3tables,table_maintenance_job_statu,,,,aws.s3tables.get_table_maintenance_job_status,get_table_maintenance_job_status,,1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
s3tables.table_metadata_location,s3tables,table_metadata_location,,,,aws.s3tables.get_table_metadata_location,get_table_metadata_location,,1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
s3tables.table_policy,s3tables,TablePolicy,AWS::S3Tables::TablePolicy,,,aws.s3tables.get_table_policy,get_table_policy,,1,yes,TableARN,cfn,TableARN,TableBucketARN,,,,,no,yes,cfn+spec,asset,own_id,,field,real,excluded,
s3tables.tags_for_resource,s3tables,tags_for_resource,,,,aws.s3tables.list_tags_for_resource,list_tags_for_resource,,0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
s3vectors.index,s3vectors,Index,AWS::S3Vectors::Index,,,aws.s3vectors.list_indexes,list_indexes,{{ response.indexes }},0,yes,IndexArn,cfn,IndexArn,IndexArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,excluded,
s3vectors.vector,s3vectors,vector,,,,aws.s3vectors.get_vectors,get_vectors,{{ response.vectors }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
s3vectors.vector_bucket,s3vectors,VectorBucket,AWS::S3Vectors::VectorBucket,,,aws.s3vectors.list_vector_buckets,list_vector_buckets,{{ response.vectorBuckets }},0,yes,VectorBucketArn,cfn,VectorBucketArn,VectorBucketArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,excluded,
s3vectors.vector_bucket_policy,s3vectors,VectorBucketPolicy,AWS::S3Vectors::VectorBucketPolicy,,,aws.s3vectors.get_vector_bucket_policy,get_vector_bucket_policy,,0,yes,VectorBucketArn,cfn,VectorBucketArn,VectorBucketArn,,,,,no,yes,cfn+spec,asset,own_id,,field,real,excluded,
sagemaker.experiment_trial_component,sagemaker,ExperimentTrialComponent,AWS::SageMaker::ExperimentTrialComponent,,,,,,,no,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
sagemaker.image_version,sagemaker,ImageVersion,AWS::SageMaker::ImageVersion,,,,,,,no,ImageVersionArn,cfn,ImageVersionArn,ImageVersionArn,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
sagemaker.mlflow_app,sagemaker,MlflowApp,AWS::SageMaker::MlflowApp,,,,,,,no,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
sagemaker.mlflow_tracking_server,sagemaker,MlflowTrackingServer,AWS::SageMaker::MlflowTrackingServer,,,,,,,no,TrackingServerName,cfn,TrackingServerName,TrackingServerArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
sagemaker.partner_app,sagemaker,PartnerApp,AWS::SageMaker::PartnerApp,,,,,,,no,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
sagemaker.sagemaker_transform_job,sagemaker,sagemaker-transform-job,,sagemaker-transform-job,,,,,,no,TransformJobArn,c7n,,TransformJobArn,transform-job,/,,false,,yes,c7n,artifact,none,,none,none,excluded,TransformJobName
scheduler.tags_for_resource,scheduler,tags_for_resource,,,,aws.scheduler.list_tags_for_resource,list_tags_for_resource,{{ response.Tags }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
schemas.tags_for_resource,schemas,tags_for_resource,,,,aws.schemas.list_tags_for_resource,list_tags_for_resource,,0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
scn.dataset,scn,Dataset,AWS::SCN::Dataset,,,,,,,no,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
scn.namespace,scn,Namespace,AWS::SCN::Namespace,,,,,,,no,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
sdb.attribute,sdb,attribute,,,,aws.sdb.get_attributes,get_attributes,{{ response.Attributes }},0,yes,Name,spec-bare,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
secretsmanager.resource_policy,secretsmanager,ResourcePolicy,AWS::SecretsManager::ResourcePolicy,,,,,,,no,Id,cfn,Id,,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
secretsmanager.rotation_schedule,secretsmanager,RotationSchedule,AWS::SecretsManager::RotationSchedule,,,,,,,no,Id,cfn,Id,,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
secretsmanager.secret_target_attachment,secretsmanager,SecretTargetAttachment,AWS::SecretsManager::SecretTargetAttachment,,,,,,,no,Id,cfn,Id,,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
security-ir.cas,security-ir,cas,,,,aws.security-ir.list_cases,list_cases,{{ response.items }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
security-ir.case,security-ir,case,,,,aws.security-ir.get_case,get_case,{{ response.impactedAwsRegions }},1,yes,caseArn,spec-qualified,,caseArn,,,,,,yes,spec,asset,own_id,,field,real,excluded,
security-ir.case_attachment_download_url,security-ir,case_attachment_download_url,,,,aws.security-ir.get_case_attachment_download_url,get_case_attachment_download_url,,1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
security-ir.case_attachment_upload_url,security-ir,case_attachment_upload_url,,,,aws.security-ir.get_case_attachment_upload_url,get_case_attachment_upload_url,,1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
security-ir.case_edit,security-ir,case_edit,,,,aws.security-ir.list_case_edits,list_case_edits,{{ response.items }},1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
security-ir.comment,security-ir,comment,,,,aws.security-ir.list_comments,list_comments,{{ response.items }},1,yes,commentId,spec-qualified,,,comment,,,,,yes,spec,asset,own_id,,construct,real,excluded,
security-ir.investigation,security-ir,investigation,,,,aws.security-ir.list_investigations,list_investigations,{{ response.investigationActions }},1,yes,investigationId,spec-qualified,,,investigation,,,,,yes,spec,asset,own_id,,construct,real,excluded,
security-ir.membership,security-ir,membership,,,,aws.security-ir.get_membership,get_membership,{{ response.incidentResponseTeam }},1,yes,membershipArn,spec-qualified,,membershipArn,,,,,,yes,spec,asset,own_id,,field,real,excluded,
security-ir.tags_for_resource,security-ir,tags_for_resource,,,,aws.security-ir.list_tags_for_resource,list_tags_for_resource,,0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
securityagent.agent_space,securityagent,AgentSpace,AWS::SecurityAgent::AgentSpace,,,,,,,no,AgentSpaceId,cfn,AgentSpaceId,,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
securityagent.application,securityagent,Application,AWS::SecurityAgent::Application,,,,,,,no,ApplicationId,cfn,ApplicationId,IdCApplicationArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
securityagent.pentest,securityagent,Pentest,AWS::SecurityAgent::Pentest,,,,,,,no,PentestId,cfn,"PentestId,AgentSpaceId",,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
securityagent.security_requirement_pack,securityagent,SecurityRequirementPack,AWS::SecurityAgent::SecurityRequirementPack,,,,,,,no,PackId,cfn,PackId,,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
securityagent.target_domain,securityagent,TargetDomain,AWS::SecurityAgent::TargetDomain,,,,,,,no,TargetDomainId,cfn,TargetDomainId,,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
securityhub.aggregator_v2,securityhub,AggregatorV2,AWS::SecurityHub::AggregatorV2,,,,,,,no,AggregatorV2Arn,cfn,AggregatorV2Arn,AggregatorV2Arn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
securityhub.aggregators_v2,securityhub,aggregators_v2,,,,aws.securityhub.list_aggregators_v2,list_aggregators_v2,{{ response.AggregatorsV2 }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
securityhub.automation_rule_v2,securityhub,AutomationRuleV2,AWS::SecurityHub::AutomationRuleV2,,,,,,,no,RuleArn,cfn,RuleArn,RuleArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
securityhub.connector,securityhub,Connector,AWS::SecurityHub::Connector,,,aws.securityhub.list_connectors_v2,list_connectors_v2,{{ response.Connectors }},0,yes,ConnectorArn,cfn,ConnectorArn,ConnectorArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,excluded,
securityhub.connector_v2,securityhub,ConnectorV2,AWS::SecurityHub::ConnectorV2,,,,,,,no,ConnectorArn,cfn,ConnectorArn,ConnectorArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
securityhub.delegated_admin,securityhub,DelegatedAdmin,AWS::SecurityHub::DelegatedAdmin,,,,,,,no,DelegatedAdminIdentifier,cfn,DelegatedAdminIdentifier,,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
securityhub.enabled_standard,securityhub,enabled_standard,,,,aws.securityhub.get_enabled_standards,get_enabled_standards,{{ response.StandardsSubscriptions }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
securityhub.hub_v2,securityhub,HubV2,AWS::SecurityHub::HubV2,,,,,,,no,HubV2Arn,cfn,HubV2Arn,HubV2Arn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
securityhub.insight,securityhub,Insight,AWS::SecurityHub::Insight,,,aws.securityhub.get_insights,get_insights,{{ response.Insights }},0,yes,InsightArn,cfn,InsightArn,InsightArn,,,,,no,yes,cfn+spec,artifact,none,,none,none,excluded,
securityhub.policy_association,securityhub,PolicyAssociation,AWS::SecurityHub::PolicyAssociation,,,,,,,no,AssociationIdentifier,cfn,AssociationIdentifier,,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
securityhub.product_subscription,securityhub,ProductSubscription,AWS::SecurityHub::ProductSubscription,,,,,,,no,ProductSubscriptionArn,cfn,ProductSubscriptionArn,ProductSubscriptionArn,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
securityhub.security_control,securityhub,SecurityControl,AWS::SecurityHub::SecurityControl,,,,,,,no,SecurityControlId,cfn,SecurityControlId,,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
securityhub.security_hub_v2,securityhub,security_hub_v2,,,,aws.securityhub.describe_security_hub_v2,describe_security_hub_v2,,0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
securityhub.securityhub_finding,securityhub,securityhub-finding,,securityhub-finding,,aws.securityhub.get_findings,get_findings,{{ response.Findings }},0,yes,Id,c7n,,,securityhub-finding,/,,false,,yes,c7n+spec,artifact,none,,none,none,excluded,ProductName
securitylake.aws_log_source,securitylake,AwsLogSource,AWS::SecurityLake::AwsLogSource,,,,,,,no,SourceName,cfn,"SourceName,SourceVersion",,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
securitylake.data_lake_exception,securitylake,data_lake_exception,,,,aws.securitylake.list_data_lake_exceptions,list_data_lake_exceptions,{{ response.exceptions }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
securitylake.data_lake_organization_configuration,securitylake,data_lake_organization_configuration,,,,aws.securitylake.get_data_lake_organization_configuration,get_data_lake_organization_configuration,{{ response.autoEnableNewAccount }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
securitylake.data_lake_source,securitylake,data_lake_source,,,,aws.securitylake.get_data_lake_sources,get_data_lake_sources,{{ response.dataLakeSources }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
securitylake.log_source,securitylake,log_source,,,,aws.securitylake.list_log_sources,list_log_sources,{{ response.sources }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
securitylake.subscriber_notification,securitylake,SubscriberNotification,AWS::SecurityLake::SubscriberNotification,,,,,,,no,SubscriberArn,cfn,SubscriberArn,,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
securitylake.tags_for_resource,securitylake,tags_for_resource,,,,aws.securitylake.list_tags_for_resource,list_tags_for_resource,{{ response.tags }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
service.portfolio,service,portfolio,,,,aws.service.describe_portfolio,describe_portfolio,{{ response }},1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
service.portfolio_access,service,portfolio_access,,,,aws.service.list_portfolio_access,list_portfolio_access,{{ response.AccountIds }},1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
service-quotas.auto_management_configuration,service-quotas,auto_management_configuration,,,,aws.service-quotas.get_auto_management_configuration,get_auto_management_configuration,,0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
service-quotas.aws_default_service_quota,service-quotas,aws_default_service_quota,,,,aws.service-quotas.get_aws_default_service_quota,get_aws_default_service_quota,,1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
service-quotas.requested_service_quota_change_history_by_quota,service-quotas,requested_service_quota_change_history_by_quota,,,,aws.service-quotas.list_requested_service_quota_change_history_by_quota,list_requested_service_quota_change_history_by_quota,{{ response.RequestedQuotas }},1,yes,Id,spec-bare,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
service-quotas.service_quota,service-quotas,service-quota,,service-quota,,aws.service-quotas.list_services,list_services,{{ response.Services }},0,yes,QuotaCode,c7n,,QuotaArn,,/,,false,,yes,c7n+spec,artifact,none,,none,none,excluded,QuotaName
service-quotas.service_quota_increase_requests_in_template,service-quotas,service_quota_increase_requests_in_template,,,,aws.service-quotas.list_service_quota_increase_requests_in_template,list_service_quota_increase_requests_in_template,{{ response.ServiceQuotaIncreaseRequestInTemplateList }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
service-quotas.tags_for_resource,service-quotas,tags_for_resource,,,,aws.service-quotas.list_tags_for_resource,list_tags_for_resource,{{ response.Tags }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
servicecatalog.cloud_formation_product,servicecatalog,CloudFormationProduct,AWS::ServiceCatalog::CloudFormationProduct,catalog-product,,,,,,no,ProductId,c7n,Id,ProductARN,product,/,,false,yes,yes,cfn+c7n,artifact,none,,none,none,excluded,Name
servicecatalog.cloud_formation_provisioned_product,servicecatalog,CloudFormationProvisionedProduct,AWS::ServiceCatalog::CloudFormationProvisionedProduct,,,,,,,no,ProvisionedProductId,cfn,ProvisionedProductId,CloudformationStackArn,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
servicecatalog.launch_notification_constraint,servicecatalog,LaunchNotificationConstraint,AWS::ServiceCatalog::LaunchNotificationConstraint,,,,,,,no,Id,cfn,Id,,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
