key,service,resource_name,cfn_type,c7n_name,spec_resource_type,discovery_id,operation,items_for,hops,collectable,id_field,id_field_source,cfn_primary_id,arn_field,arn_type,arn_separator,id_prefix,global_resource,taggable,inspectable,sources,asset_class,identity_rule,parent_params,arn_strategy,arn_quality,tier,name_field
ec2.nat_gateway,ec2,NatGateway,AWS::EC2::NatGateway,nat-gateway,ec2_nat_gateway,aws.ec2.describe_nat_gateways,describe_nat_gateways,{{ response.NatGateways }},0,yes,NatGatewayId,c7n,NatGatewayId,,natgateway,/,nat-,false,yes,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,NatGatewayId
ec2.network_acl,ec2,NetworkAcl,AWS::EC2::NetworkAcl,network-acl,ec2_network_acl,aws.ec2.describe_network_acls,describe_network_acls,{{ response.NetworkAcls }},0,yes,NetworkAclId,c7n,Id,,network-acl,/,acl-,false,yes,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,NetworkAclId
ec2.network_insights_access_scope,ec2,NetworkInsightsAccessScope,AWS::EC2::NetworkInsightsAccessScope,,ec2_network_insights_access_scope,aws.ec2.describe_network_insights_access_scopes,describe_network_insights_access_scopes,{{ response.NetworkInsightsAccessScopes }},0,yes,NetworkInsightsAccessScopeId,cfn,NetworkInsightsAccessScopeId,NetworkInsightsAccessScopeArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
ec2.network_insights_path,ec2,NetworkInsightsPath,AWS::EC2::NetworkInsightsPath,,ec2_network_insights_path,aws.ec2.describe_network_insights_paths,describe_network_insights_paths,{{ response.NetworkInsightsPaths }},0,yes,NetworkInsightsPathId,cfn,NetworkInsightsPathId,NetworkInsightsPathArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
ec2.network_interface,ec2,NetworkInterface,AWS::EC2::NetworkInterface,eni,ec2_network_interface,aws.ec2.describe_network_interfaces,describe_network_interfaces,{{ response.NetworkInterfaces }},0,yes,NetworkInterfaceId,c7n,Id,,network-interface,/,eni-,false,yes,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,NetworkInterfaceId
ec2.placement_group,ec2,PlacementGroup,AWS::EC2::PlacementGroup,,ec2_placement_group,aws.ec2.describe_placement_groups,describe_placement_groups,{{ response.PlacementGroups }},0,yes,GroupName,cfn,GroupName,GroupArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
ec2.prefix_list,ec2,PrefixList,AWS::EC2::PrefixList,prefix-list,ec2_managed_prefix_list,aws.ec2.describe_managed_prefix_lists,describe_managed_prefix_lists,{{ response.PrefixLists }},0,yes,PrefixListId,c7n,PrefixListId,Arn,prefix-list,/,pl-,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,PrefixListName
ec2.principal_id_format,ec2,principal_id_format,,,ec2_principal_id_format,aws.ec2.describe_principal_id_format,describe_principal_id_format,{{ response.Principals }},0,yes,Arn,spec-bare,,Arn,,,,,,yes,spec,asset,own_id,,field,real,primary,
ec2.route_table,ec2,RouteTable,AWS::EC2::RouteTable,route-table,ec2_route_table,aws.ec2.describe_route_tables,describe_route_tables,{{ response.RouteTables }},0,yes,RouteTableId,c7n,RouteTableId,,route-table,/,rtb-,false,yes,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,RouteTableId
ec2.security_group,ec2,SecurityGroup,AWS::EC2::SecurityGroup,security-group,ec2_security_group,aws.ec2.describe_security_groups,describe_security_groups,{{ response.SecurityGroups }},0,yes,GroupId,c7n,Id,,security-group,/,sg-,false,yes,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,GroupName
ec2.security_group_rule,ec2,security_group_rule,,,ec2_security_group_rule,aws.ec2.describe_security_group_rules,describe_security_group_rules,{{ response.SecurityGroupRules }},0,yes,SecurityGroupRuleId,spec-qualified,,,security-group-rule,/,,,,yes,spec,asset,own_id,,construct,real,primary,
ec2.spot_instance_request,ec2,spot_instance_request,,,ec2_spot_instance_request,aws.ec2.describe_spot_instance_requests,describe_spot_instance_requests,{{ response.SpotInstanceRequests }},0,yes,SpotInstanceRequestId,spec-qualified,,,spot-instance-request,,,,,yes,spec,asset,own_id,,construct,real,primary,
ec2.subnet,ec2,Subnet,AWS::EC2::Subnet,subnet,ec2_subnet,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,yes,SubnetId,c7n,SubnetId,SubnetArn,subnet,/,subnet-,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,SubnetId
ec2.traffic_mirror_filter,ec2,TrafficMirrorFilter,AWS::EC2::TrafficMirrorFilter,,,aws.ec2.describe_traffic_mirror_filters,describe_traffic_mirror_filters,{{ response.TrafficMirrorFilters }},0,yes,TrafficMirrorFilterId,cfn,Id,,traffic-mirror-filter,/,,,yes,yes,cfn+botocore,asset,own_id,,construct,real,primary,
ec2.traffic_mirror_session,ec2,TrafficMirrorSession,AWS::EC2::TrafficMirrorSession,mirror-session,,aws.ec2.describe_traffic_mirror_sessions,describe_traffic_mirror_sessions,{{ response.TrafficMirrorSessions }},0,yes,TrafficMirrorSessionId,c7n,Id,,traffic-mirror-session,/,tms-,false,yes,yes,cfn+c7n+botocore,asset,own_id,,construct,real,primary,TrafficMirrorSessionId
ec2.traffic_mirror_target,ec2,TrafficMirrorTarget,AWS::EC2::TrafficMirrorTarget,mirror-target,ec2_traffic_mirror_target,aws.ec2.describe_traffic_mirror_targets,describe_traffic_mirror_targets,{{ response.TrafficMirrorTargets }},0,yes,TrafficMirrorTargetId,c7n,Id,,traffic-mirror-target,/,tmt-,false,yes,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,TrafficMirrorTargetId
ec2.transit_gateway,ec2,TransitGateway,AWS::EC2::TransitGateway,transit-gateway,ec2_transit_gateway,aws.ec2.describe_transit_gateways,describe_transit_gateways,{{ response.TransitGateways }},0,yes,TransitGatewayId,c7n,Id,TransitGatewayArn,,/,tgw-,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,TransitGatewayId
ec2.transit_gateway_attachment,ec2,TransitGatewayAttachment,AWS::EC2::TransitGatewayAttachment,transit-attachment,ec2_transit_gateway_attachment,aws.ec2.describe_transit_gateway_attachments,describe_transit_gateway_attachments,{{ response.TransitGatewayAttachments }},0,yes,TransitGatewayAttachmentId,c7n,Id,,transit-gateway-attachment,/,tgw-attach-,false,yes,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,TransitGatewayAttachmentId
ec2.transit_gateway_connect,ec2,TransitGatewayConnect,AWS::EC2::TransitGatewayConnect,,,aws.ec2.describe_transit_gateway_connects,describe_transit_gateway_connects,{{ response.TransitGatewayConnects }},0,yes,TransitGatewayAttachmentId,cfn,TransitGatewayAttachmentId,,transit-gateway-connect,,,,yes,yes,cfn+botocore,asset,own_id,,construct,real,primary,
ec2.transit_gateway_connect_peer,ec2,TransitGatewayConnectPeer,AWS::EC2::TransitGatewayConnectPeer,,,aws.ec2.describe_transit_gateway_connect_peers,describe_transit_gateway_connect_peers,{{ response.TransitGatewayConnectPeers }},0,yes,TransitGatewayConnectPeerId,cfn,TransitGatewayConnectPeerId,,transit-gateway-connect-peer,,,,yes,yes,cfn+botocore,asset,own_id,,construct,real,primary,
ec2.transit_gateway_multicast_domain,ec2,TransitGatewayMulticastDomain,AWS::EC2::TransitGatewayMulticastDomain,,ec2_transit_gateway_multicast_domain,aws.ec2.describe_transit_gateway_multicast_domains,describe_transit_gateway_multicast_domains,{{ response.TransitGatewayMulticastDomains }},0,yes,TransitGatewayMulticastDomainId,cfn,TransitGatewayMulticastDomainId,TransitGatewayMulticastDomainArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
ec2.transit_gateway_peering_attachment,ec2,TransitGatewayPeeringAttachment,AWS::EC2::TransitGatewayPeeringAttachment,,,aws.ec2.describe_transit_gateway_peering_attachments,describe_transit_gateway_peering_attachments,{{ response.TransitGatewayPeeringAttachments }},0,yes,TransitGatewayAttachmentId,cfn,TransitGatewayAttachmentId,,transit-gateway-peering-attachment,,,,yes,yes,cfn+botocore,asset,own_id,,construct,real,primary,
ec2.transit_gateway_policy_table,ec2,TransitGatewayPolicyTable,AWS::EC2::TransitGatewayPolicyTable,,,aws.ec2.describe_transit_gateway_policy_tables,describe_transit_gateway_policy_tables,{{ response.TransitGatewayPolicyTables }},0,yes,TransitGatewayPolicyTableId,cfn,TransitGatewayPolicyTableId,,transit-gateway-policy-table,,,,yes,yes,cfn+botocore,asset,own_id,,construct,real,primary,
ec2.transit_gateway_route_table,ec2,TransitGatewayRouteTable,AWS::EC2::TransitGatewayRouteTable,,ec2_transit_gateway_route_table,aws.ec2.describe_transit_gateway_route_tables,describe_transit_gateway_route_tables,{{ response.TransitGatewayRouteTables }},0,yes,TransitGatewayRouteTableId,cfn,TransitGatewayRouteTableId,,transit-gateway-route-table,,,,yes,yes,cfn+spec,asset,own_id,,construct,real,primary,
ec2.transit_gateway_vpc_attachment,ec2,TransitGatewayVpcAttachment,AWS::EC2::TransitGatewayVpcAttachment,,ec2_transit_gateway_vpc_attachment,aws.ec2.describe_transit_gateway_vpc_attachments,describe_transit_gateway_vpc_attachments,{{ response.TransitGatewayVpcAttachments }},0,yes,Id,cfn,Id,,transit-gateway-vpc-attachment,,,,yes,yes,cfn+spec,asset,own_id,,construct,real,primary,
ec2.verified_access_endpoint,ec2,VerifiedAccessEndpoint,AWS::EC2::VerifiedAccessEndpoint,,ec2_verified_access_endpoint,aws.ec2.describe_verified_access_endpoints,describe_verified_access_endpoints,{{ response.VerifiedAccessEndpoints }},0,yes,VerifiedAccessEndpointId,cfn,VerifiedAccessEndpointId,,verified-access-endpoint,,,,yes,yes,cfn+spec,asset,own_id,,construct,real,primary,
ec2.verified_access_group,ec2,VerifiedAccessGroup,AWS::EC2::VerifiedAccessGroup,,ec2_verified_access_group,aws.ec2.describe_verified_access_groups,describe_verified_access_groups,{{ response.VerifiedAccessGroups }},0,yes,VerifiedAccessGroupId,cfn,VerifiedAccessGroupId,VerifiedAccessGroupArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
ec2.verified_access_instance,ec2,VerifiedAccessInstance,AWS::EC2::VerifiedAccessInstance,,ec2_verified_access_instance,aws.ec2.describe_verified_access_instances,describe_verified_access_instances,{{ response.VerifiedAccessInstances }},0,yes,VerifiedAccessInstanceId,cfn,VerifiedAccessInstanceId,,verified-access-instance,,,,yes,yes,cfn+spec,asset,own_id,,construct,real,primary,
ec2.verified_access_trust_provider,ec2,VerifiedAccessTrustProvider,AWS::EC2::VerifiedAccessTrustProvider,,,aws.ec2.describe_verified_access_trust_providers,describe_verified_access_trust_providers,{{ response.VerifiedAccessTrustProviders }},0,yes,VerifiedAccessTrustProviderId,cfn,VerifiedAccessTrustProviderId,,verified-access-trust-provider,,,,yes,yes,cfn+botocore,asset,own_id,,construct,real,primary,
ec2.volume,ec2,Volume,AWS::EC2::Volume,ebs,ec2_volume,aws.ec2.describe_volumes,describe_volumes,{{ response.Volumes }},0,yes,VolumeId,c7n,VolumeId,,volume,/,vol-,false,yes,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,VolumeId
ec2.vpc,ec2,VPC,AWS::EC2::VPC,vpc,ec2_vpc,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,yes,VpcId,c7n,VpcId,,vpc,/,vpc-,false,yes,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,VpcId
ec2.vpc_endpoint,ec2,VPCEndpoint,AWS::EC2::VPCEndpoint,vpc-endpoint,ec2_vpc_endpoint,aws.ec2.describe_vpc_endpoints,describe_vpc_endpoints,{{ response.VpcEndpoints }},0,yes,VpcEndpointId,c7n,Id,,vpc-endpoint,/,vpce-,false,yes,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,VpcEndpointId
ec2.vpc_endpoint_connection,ec2,vpc_endpoint_connection,,,ec2_vpc_endpoint_connection,aws.ec2.describe_vpc_endpoint_connections,describe_vpc_endpoint_connections,{{ response.VpcEndpointConnections }},0,yes,VpcEndpointConnectionId,spec-qualified,,,vpc-endpoint-connection,,,,,yes,spec,asset,own_id,,construct,real,primary,
ec2.vpc_endpoint_connection_notification,ec2,VPCEndpointConnectionNotification,AWS::EC2::VPCEndpointConnectionNotification,,ec2_vpc_endpoint_connection_notification,aws.ec2.describe_vpc_endpoint_connection_notifications,describe_vpc_endpoint_connection_notifications,{{ response.ConnectionNotificationSet }},0,yes,VPCEndpointConnectionNotificationId,cfn,VPCEndpointConnectionNotificationId,ConnectionNotificationArn,,,,,no,yes,cfn+spec,asset,own_id,,field,real,primary,
ec2.vpc_endpoint_service,ec2,VPCEndpointService,AWS::EC2::VPCEndpointService,,,aws.ec2.describe_vpc_endpoint_services,describe_vpc_endpoint_services,{{ response.ServiceDetails }},0,yes,ServiceId,cfn,ServiceId,,vpc-endpoint-service,,,,yes,yes,cfn+botocore,asset,own_id,,construct,real,primary,
ec2.vpc_peering_connection,ec2,VPCPeeringConnection,AWS::EC2::VPCPeeringConnection,peering-connection,ec2_vpc_peering_connection,aws.ec2.describe_vpc_peering_connections,describe_vpc_peering_connections,{{ response.VpcPeeringConnections }},0,yes,VpcPeeringConnectionId,c7n,Id,,vpc-peering-connection,/,pcx-,false,yes,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,VpcPeeringConnectionId
ec2.vpn_connection,ec2,VPNConnection,AWS::EC2::VPNConnection,vpn-connection,ec2_vpn_connection,aws.ec2.describe_vpn_connections,describe_vpn_connections,{{ response.VpnConnections }},0,yes,VpnConnectionId,c7n,VpnConnectionId,,vpn-connection,/,vpn-,false,yes,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,VpnConnectionId
ec2.vpn_gateway,ec2,VPNGateway,AWS::EC2::VPNGateway,vpn-gateway,,aws.ec2.describe_vpn_gateways,describe_vpn_gateways,{{ response.VpnGateways }},0,yes,VpnGatewayId,c7n,VPNGatewayId,,vpn-gateway,/,vgw-,false,yes,yes,cfn+c7n+botocore,asset,own_id,,construct,real,primary,VpnGatewayId
ecr.pull_through_cache_rule,ecr,PullThroughCacheRule,AWS::ECR::PullThroughCacheRule,,,aws.ecr.describe_pull_through_cache_rules,describe_pull_through_cache_rules,{{ response.pullThroughCacheRules }},0,yes,EcrRepositoryPrefix,cfn,EcrRepositoryPrefix,,pull-through-cache-rule,,,,no,yes,cfn+spec,asset,own_id,,construct,real,primary,
ecr.repository,ecr,Repository,AWS::ECR::Repository,ecr,,aws.ecr.describe_repositories,describe_repositories,{{ response.repositories }},0,yes,repositoryName,c7n,RepositoryName,repositoryArn,repository,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,repositoryName
ecr-public.registry,ecr-public,registry,,,,aws.ecr-public.describe_registries,describe_registries,{{ response.registries }},0,yes,registryArn,spec-qualified,,registryArn,,,,,,yes,spec,asset,own_id,,field,real,primary,
ecr-public.repository,ecr-public,repository,,,,aws.ecr-public.describe_repositories,describe_repositories,{{ response.repositories }},0,yes,repositoryArn,spec-qualified,,repositoryArn,,,,,,yes,spec,asset,own_id,,field,real,primary,
ecs.capacity_provider,ecs,CapacityProvider,AWS::ECS::CapacityProvider,,,aws.ecs.describe_capacity_providers,describe_capacity_providers,{{ response.capacityProviders }},0,yes,Name,cfn,Name,capacityProviderArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
ecs.cluster,ecs,Cluster,AWS::ECS::Cluster,ecs,,aws.ecs.describe_clusters,describe_clusters,{{ response.clusters }},0,yes,clusterArn,c7n,ClusterName,clusterArn,cluster,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,clusterName
ecs.service,ecs,Service,AWS::ECS::Service,ecs-service,,aws.ecs.list_services,list_services,{{ response.serviceArns }},0,yes,serviceArn,c7n,"ServiceArn,Cluster",serviceArn,,/,,false,yes,yes,cfn+c7n+botocore,asset,own_id,,field,real,primary,serviceName
ecs.task_definition,ecs,TaskDefinition,AWS::ECS::TaskDefinition,ecs-task-definition,,aws.ecs.list_task_definitions,list_task_definitions,{{ response.taskDefinitionArns }},0,yes,taskDefinitionArn,c7n,TaskDefinitionArn,taskDefinitionArn,task-definition,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,taskDefinitionArn
efs.access_point,efs,AccessPoint,AWS::EFS::AccessPoint,,,aws.efs.describe_access_points,describe_access_points,{{ response.AccessPoints }},0,yes,AccessPointId,cfn,AccessPointId,Arn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
efs.file_system,efs,FileSystem,AWS::EFS::FileSystem,efs,,aws.efs.describe_file_systems,describe_file_systems,{{ response.FileSystems }},0,yes,FileSystemId,c7n,FileSystemId,FileSystemArn,file-system,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,Name
efs.mount_target,efs,MountTarget,AWS::EFS::MountTarget,efs-mount-target,,aws.efs.describe_mount_targets,describe_mount_targets,{{ response.MountTargets }},0,yes,MountTargetId,c7n,Id,,mount-target,/,,false,no,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,MountTargetId
eks.access_entry,eks,AccessEntry,AWS::EKS::AccessEntry,,eks_access_entry,aws.eks.describe_access_entry,describe_access_entry,,0,yes,PrincipalArn,cfn,"PrincipalArn,ClusterName",AccessEntryArn,,,,,yes,yes,cfn+spec,child,parent_chain,"clusterName,principalArn",field,real,primary,
eks.addon,eks,Addon,AWS::EKS::Addon,,eks_addon,aws.eks.list_addons,list_addons,{{ response.addons }},1,yes,ClusterName,cfn,"ClusterName,AddonName",Arn,,,,,yes,yes,cfn+spec,child,parent_chain,clusterName,field,real,primary,
eks.cluster,eks,Cluster,AWS::EKS::Cluster,eks,eks_cluster,aws.eks.list_clusters,list_clusters,{{ response.clusters }},0,yes,name,c7n,Name,arn,cluster,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,name
eks.eks_anywhere_subscription,eks,eks_anywhere_subscription,,,eks_eks_anywhere_subscription,aws.eks.list_eks_anywhere_subscriptions,list_eks_anywhere_subscriptions,{{ response.subscriptions }},0,yes,arn,spec-bare,,arn,,,,,,yes,spec,asset,own_id,,field,real,primary,
eks.fargate_profile,eks,FargateProfile,AWS::EKS::FargateProfile,,eks_fargate_profile,aws.eks.describe_fargate_profile,describe_fargate_profile,,0,yes,ClusterName,cfn,"ClusterName,FargateProfileName",Arn,,,,,yes,yes,cfn+spec,child,parent_chain,"clusterName,fargateProfileName",field,real,primary,
eks.nodegroup,eks,Nodegroup,AWS::EKS::Nodegroup,eks-nodegroup,eks_nodegroup,aws.eks.list_nodegroups,list_nodegroups,{{ response.nodegroups }},1,yes,Id,cfn,Id,Arn,,,,,yes,yes,cfn+spec,child,parent_chain,clusterName,field,real,primary,
elasticache.cache_cluster,elasticache,CacheCluster,AWS::ElastiCache::CacheCluster,cache-cluster,,aws.elasticache.describe_cache_clusters,describe_cache_clusters,{{ response.CacheClusters }},0,yes,CacheClusterId,c7n,ClusterName,ARN,cluster,:,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,CacheClusterId
elasticache.cache_parameter_group,elasticache,cache_parameter_group,,,,aws.elasticache.describe_cache_parameter_groups,describe_cache_parameter_groups,{{ response.CacheParameterGroups }},0,yes,CacheParameterGroupName,spec-qualified,,ARN,,,,,,yes,spec,asset,own_id,,field,real,primary,
elasticache.cache_snapshot,elasticache,cache-snapshot,,cache-snapshot,,aws.elasticache.describe_snapshots,describe_snapshots,{{ response.Snapshots }},0,yes,SnapshotName,c7n,,ARN,snapshot,:,,false,,yes,c7n+spec,asset,own_id,,field,real,primary,SnapshotName
elasticache.global_replication_group,elasticache,GlobalReplicationGroup,AWS::ElastiCache::GlobalReplicationGroup,,,aws.elasticache.describe_global_replication_groups,describe_global_replication_groups,{{ response.GlobalReplicationGroups }},0,yes,GlobalReplicationGroupId,cfn,GlobalReplicationGroupId,ARN,,,,,no,yes,cfn+botocore,asset,own_id,,field,real,primary,
elasticache.replication_group,elasticache,ReplicationGroup,AWS::ElastiCache::ReplicationGroup,elasticache-group,,aws.elasticache.describe_replication_groups,describe_replication_groups,{{ response.ReplicationGroups }},0,yes,ReplicationGroupId,c7n,ReplicationGroupId,ARN,replicationgroup,:,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,ReplicationGroupId
elasticache.reserved_cache_node,elasticache,reserved_cache_node,,,,aws.elasticache.describe_reserved_cache_nodes,describe_reserved_cache_nodes,{{ response.ReservedCacheNodes }},0,yes,ReservedCacheNodeId,spec-qualified,,,reserved-cache-node,,,,,yes,spec,asset,own_id,,construct,real,primary,
elasticache.subnet_group,elasticache,SubnetGroup,AWS::ElastiCache::SubnetGroup,cache-subnet-group,,aws.elasticache.describe_cache_subnet_groups,describe_cache_subnet_groups,{{ response.CacheSubnetGroups }},0,yes,CacheSubnetGroupName,c7n,CacheSubnetGroupName,ARN,subnetgroup,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,CacheSubnetGroupName
elasticache.user,elasticache,User,AWS::ElastiCache::User,,,aws.elasticache.describe_users,describe_users,{{ response.Users }},0,yes,UserId,cfn,UserId,Arn,,,,,yes,yes,cfn+botocore,asset,own_id,,field,real,primary,
elasticache.user_group,elasticache,UserGroup,AWS::ElastiCache::UserGroup,,,aws.elasticache.describe_user_groups,describe_user_groups,{{ response.UserGroups }},0,yes,UserGroupId,cfn,UserGroupId,Arn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
elasticbeanstalk.application,elasticbeanstalk,Application,AWS::ElasticBeanstalk::Application,elasticbeanstalk,,aws.elasticbeanstalk.describe_applications,describe_applications,{{ response.Applications }},0,yes,ApplicationName,c7n,ApplicationName,ApplicationArn,application,/,,false,no,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,ApplicationName
elasticbeanstalk.application_version,elasticbeanstalk,ApplicationVersion,AWS::ElasticBeanstalk::ApplicationVersion,,,aws.elasticbeanstalk.describe_application_versions,describe_application_versions,{{ response.ApplicationVersions }},0,yes,ApplicationName,cfn,"ApplicationName,Id",ApplicationVersionArn,,,,,no,yes,cfn+spec,asset,own_id,,field,real,primary,
elasticbeanstalk.environment,elasticbeanstalk,Environment,AWS::ElasticBeanstalk::Environment,elasticbeanstalk-environment,,aws.elasticbeanstalk.describe_environments,describe_environments,{{ response.Environments }},0,yes,EnvironmentName,c7n,EnvironmentName,EnvironmentArn,environment,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,EnvironmentName
elastictranscoder.jobs_by_pipeline,elastictranscoder,jobs_by_pipeline,,,,aws.elastictranscoder.list_jobs_by_pipeline,list_jobs_by_pipeline,{{ response.Jobs }},0,yes,Arn,spec-bare,,Arn,,,,,,yes,spec,child,parent_chain,PipelineId,field,real,primary,
elastictranscoder.jobs_by_status,elastictranscoder,jobs_by_statu,,,,aws.elastictranscoder.list_jobs_by_status,list_jobs_by_status,{{ response.Jobs }},1,yes,Arn,spec-bare,,Arn,,,,,,yes,spec,asset,own_id,,field,real,primary,
elastictranscoder.pipeline,elastictranscoder,pipeline,,,,aws.elastictranscoder.list_pipelines,list_pipelines,{{ response.Pipelines }},0,yes,Arn,spec-bare,,Arn,,,,,,yes,spec,asset,own_id,,field,real,primary,
elastictranscoder.preset,elastictranscoder,preset,,,,aws.elastictranscoder.list_presets,list_presets,{{ response.Presets }},0,yes,Arn,spec-bare,,Arn,,,,,,yes,spec,asset,own_id,,field,real,primary,
elb.load_balancer,elb,LoadBalancer,AWS::ElasticLoadBalancing::LoadBalancer,elb,,aws.elb.describe_load_balancers,describe_load_balancers,{{ response.LoadBalancerDescriptions }},0,yes,LoadBalancerName,c7n,LoadBalancerName,,loadbalancer,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,DNSName
elbv2.listener,elbv2,Listener,AWS::ElasticLoadBalancingV2::Listener,elbv2-listener,,aws.elbv2.describe_listeners,describe_listeners,{{ response.Listeners }},0,yes,ListenerArn,cfn,ListenerArn,ListenerArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
elbv2.listener_certificate,elbv2,ListenerCertificate,AWS::ElasticLoadBalancingV2::ListenerCertificate,,,aws.elbv2.describe_listener_certificates,describe_listener_certificates,{{ response.Certificates }},1,yes,Id,cfn,Id,CertificateArn,,,,,no,no,cfn+spec,child,parent_chain,ListenerArn,field,real,primary,
elbv2.load_balancer,elbv2,LoadBalancer,AWS::ElasticLoadBalancingV2::LoadBalancer,app-elb,,aws.elbv2.describe_load_balancers,describe_load_balancers,{{ response.LoadBalancers }},0,yes,LoadBalancerArn,c7n,LoadBalancerArn,LoadBalancerArn,loadbalancer/app,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,LoadBalancerName
elbv2.rule,elbv2,rule,,,,aws.elbv2.describe_rules,describe_rules,{{ response.Rules }},0,yes,RuleArn,spec-qualified,,RuleArn,,,,,,yes,spec,asset,own_id,,field,real,primary,
elbv2.target_group,elbv2,TargetGroup,AWS::ElasticLoadBalancingV2::TargetGroup,app-elb-target-group,,aws.elbv2.describe_target_groups,describe_target_groups,{{ response.TargetGroups }},0,yes,TargetGroupArn,c7n,TargetGroupArn,TargetGroupArn,target-group,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,TargetGroupName
elbv2.trust_store,elbv2,TrustStore,AWS::ElasticLoadBalancingV2::TrustStore,,,aws.elbv2.describe_trust_stores,describe_trust_stores,{{ response.TrustStores }},0,yes,TrustStoreArn,cfn,TrustStoreArn,TrustStoreArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
emr.cluster,emr,Cluster,AWS::EMR::Cluster,emr,,aws.emr.list_clusters,list_clusters,{{ response.Clusters }},0,yes,Id,c7n,Id,ClusterArn,emr,/,,false,no,no,cfn+c7n+spec,asset,own_id,,field,real,primary,Name
emr.security_configuration,emr,SecurityConfiguration,AWS::EMR::SecurityConfiguration,emr-security-configuration,,aws.emr.list_security_configurations,list_security_configurations,{{ response.SecurityConfigurations }},0,yes,Name,c7n,Name,,emr,/,,false,no,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,Name
emr.studio,emr,Studio,AWS::EMR::Studio,,,aws.emr.list_studios,list_studios,{{ response.Studios }},0,yes,StudioId,cfn,StudioId,Arn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
emr.studio_session_mapping,emr,StudioSessionMapping,AWS::EMR::StudioSessionMapping,,,aws.emr.list_studio_session_mappings,list_studio_session_mappings,{{ response.SessionMappings }},0,yes,StudioId,cfn,"StudioId,IdentityType,IdentityName",,studio-session-mapping,,,,no,yes,cfn+spec,asset,own_id,,construct,real,primary,
emr-containers.job_run,emr-containers,job_run,,,,aws.emr-containers.describe_job_run,describe_job_run,,1,yes,arn,spec-bare,,arn,,,,,,yes,spec,child,parent_chain,"id,virtualClusterId",field,real,primary,
emr-containers.job_template,emr-containers,job_template,,,,aws.emr-containers.describe_job_template,describe_job_template,,1,yes,arn,spec-bare,,arn,,,,,,yes,spec,child,parent_chain,id,field,real,primary,
emr-containers.managed_endpoint,emr-containers,managed_endpoint,,,,aws.emr-containers.describe_managed_endpoint,describe_managed_endpoint,,1,yes,arn,spec-bare,,arn,,,,,,yes,spec,child,parent_chain,"id,virtualClusterId",field,real,primary,
emr-serverless.application,emr-serverless,Application,AWS::EMRServerless::Application,emr-serverless-app,,aws.emr-serverless.list_applications,list_applications,{{ response.applications }},0,yes,id,c7n,ApplicationId,arn,/applications,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,name
