key,service,layer_id,layer_name,kind,overlay_group,rule,notes
ec2.network_interface_permission,ec2,L6,attached,spatial,,outbound-edge,attaches to a workload
ec2.spot_fleet,ec2,L6,attached,spatial,,outbound-edge,attaches to a workload
ec2.spot_instance_request,ec2,L6,attached,spatial,,outbound-edge,attaches to a workload
ec2.traffic_mirror_session,ec2,L6,attached,spatial,,outbound-edge,attaches to a workload
ec2.traffic_mirror_target,ec2,L6,attached,spatial,,outbound-edge,attaches to a workload
ec2.verified_access_endpoint,ec2,L6,attached,spatial,,outbound-edge,attaches to a workload
ec2.volume,ec2,L6,attached,spatial,,attached-type,bound to a workload
ec2.volume_status,ec2,L6,attached,spatial,,outbound-edge,attaches to a workload
efs.mount_target,efs,L6,attached,spatial,,outbound-edge,attaches to a workload
finspace.kx_cluster,finspace,L6,attached,spatial,,outbound-edge,attaches to a workload
finspace.kx_dataview,finspace,L6,attached,spatial,,outbound-edge,attaches to a workload
finspace.kx_volume,finspace,L6,attached,spatial,,outbound-edge,attaches to a workload
fsx.file_system,fsx,L6,attached,spatial,,outbound-edge,attaches to a workload
fsx.fsx_backup,fsx,L6,attached,spatial,,outbound-edge,attaches to a workload
fsx.snapshot,fsx,L6,attached,spatial,,outbound-edge,attaches to a workload
fsx.volume,fsx,L6,attached,spatial,,outbound-edge,attaches to a workload
guardduty.guardduty_finding,guardduty,L6,attached,spatial,,outbound-edge,attaches to a workload
guardduty.malware_scan,guardduty,L6,attached,spatial,,outbound-edge,attaches to a workload
inspector.finding,inspector,L6,attached,spatial,,outbound-edge,attaches to a workload
iotfleetwise.decoder_manifest_network_interface,iotfleetwise,L6,attached,spatial,,outbound-edge,attaches to a workload
medialive.input,medialive,L6,attached,spatial,,outbound-edge,attaches to a workload
quicksight.vpc_connection,quicksight,L6,attached,spatial,,outbound-edge,attaches to a workload
redshift-serverless.endpoint_access,redshift-serverless,L6,attached,spatial,,outbound-edge,attaches to a workload
redshift-serverless.workgroup,redshift-serverless,L6,attached,spatial,,outbound-edge,attaches to a workload
redshift.cluster,redshift,L5,workload,spatial,,manual,cluster in a subnet - a data-tier workload
redshift.endpoint_access,redshift,L6,attached,spatial,,outbound-edge,attaches to a workload
s3outposts.endpoint,s3outposts,L6,attached,spatial,,outbound-edge,attaches to a workload
s3outposts.shared_endpoint,s3outposts,L6,attached,spatial,,outbound-edge,attaches to a workload
sagemaker.notebook_instance,sagemaker,L5,workload,spatial,,manual,a managed instance in a subnet - a workload
storagegateway.volume,storagegateway,L6,attached,spatial,,outbound-edge,attaches to a workload
accessanalyzer.access_analyzer_finding,accessanalyzer,R1,regional,spatial,identity,regional,collectable but has no VPC presence
accessanalyzer.access_preview,accessanalyzer,R1,regional,spatial,identity,regional,collectable but has no VPC presence
accessanalyzer.analyzed_resource,accessanalyzer,R1,regional,spatial,identity,regional,collectable but has no VPC presence
accessanalyzer.analyzer,accessanalyzer,R1,regional,spatial,identity,regional,collectable but has no VPC presence
accessanalyzer.archive_rule,accessanalyzer,R1,regional,spatial,identity,regional,collectable but has no VPC presence
accessanalyzer.finding,accessanalyzer,R1,regional,spatial,identity,regional,collectable but has no VPC presence
accessanalyzer.generated_policy,accessanalyzer,R1,regional,spatial,identity,regional,collectable but has no VPC presence
accessanalyzer.policy_generation,accessanalyzer,R1,regional,spatial,identity,regional,collectable but has no VPC presence
accessanalyzer.tags_for_resource,accessanalyzer,R1,regional,spatial,identity,regional,collectable but has no VPC presence
acm-pca.certificate_authority,acm-pca,R1,regional,spatial,encryption,regional-service,"acm-pca is regional, outside any VPC"
acm.account,acm,R1,regional,spatial,encryption,regional-service,"acm is regional, outside any VPC"
acm.account_configuration,acm,R1,regional,spatial,encryption,regional-service,"acm is regional, outside any VPC"
acm.acme_domain_validation,acm,R1,regional,spatial,encryption,regional-service,"acm is regional, outside any VPC"
acm.acme_endpoint,acm,R1,regional,spatial,encryption,regional-service,"acm is regional, outside any VPC"
acm.acme_external_account_binding,acm,R1,regional,spatial,encryption,regional-service,"acm is regional, outside any VPC"
acm.certificate,acm,R1,regional,spatial,encryption,regional-service,"acm is regional, outside any VPC"
acm-pca.tag,acmpca,R1,regional,spatial,,regional,collectable but has no VPC presence
aiops.investigation_group,aiops,R1,regional,spatial,,regional,collectable but has no VPC presence
aiops.investigation_group_policy,aiops,R1,regional,spatial,,regional,collectable but has no VPC presence
aiops.tags_for_resource,aiops,R1,regional,spatial,,regional,collectable but has no VPC presence
amp.alert_manager_definition,amp,R1,regional,spatial,,regional,collectable but has no VPC presence
amp.anomaly_detector,amp,R1,regional,spatial,,regional,collectable but has no VPC presence
amp.default_scraper_configuration,amp,R1,regional,spatial,,regional,collectable but has no VPC presence
amp.logging_configuration,amp,R1,regional,spatial,,regional,collectable but has no VPC presence
amp.query_logging_configuration,amp,R1,regional,spatial,,regional,collectable but has no VPC presence
amp.resource_policy,amp,R1,regional,spatial,,regional,collectable but has no VPC presence
amp.rule_groups_namespace,amp,R1,regional,spatial,,regional,collectable but has no VPC presence
amp.scraper,amp,R1,regional,spatial,,regional,collectable but has no VPC presence
amp.scraper_logging_configuration,amp,R1,regional,spatial,,regional,collectable but has no VPC presence
amp.tags_for_resource,amp,R1,regional,spatial,,regional,collectable but has no VPC presence
amp.workspace,amp,R1,regional,spatial,,regional,collectable but has no VPC presence
amp.workspace_configuration,amp,R1,regional,spatial,,regional,collectable but has no VPC presence
amplify.app,amplify,R1,regional,spatial,,regional,collectable but has no VPC presence
amplify.artifact,amplify,R1,regional,spatial,,regional,collectable but has no VPC presence
amplify.artifact_url,amplify,R1,regional,spatial,,regional,collectable but has no VPC presence
amplify.backend_environment,amplify,R1,regional,spatial,,regional,collectable but has no VPC presence
amplify.branch,amplify,R1,regional,spatial,,regional,collectable but has no VPC presence
amplify.domain_association,amplify,R1,regional,spatial,,regional,collectable but has no VPC presence
amplify.job,amplify,R1,regional,spatial,,regional,collectable but has no VPC presence
amplify.tags_for_resource,amplify,R1,regional,spatial,,regional,collectable but has no VPC presence
amplify.webhook,amplify,R1,regional,spatial,,regional,collectable but has no VPC presence
amplifybackend.backend,amplifybackend,R1,regional,spatial,,regional,collectable but has no VPC presence
amplifybackend.backend_api,amplifybackend,R1,regional,spatial,,regional,collectable but has no VPC presence
amplifybackend.backend_api_model,amplifybackend,R1,regional,spatial,,regional,collectable but has no VPC presence
amplifybackend.backend_auth,amplifybackend,R1,regional,spatial,,regional,collectable but has no VPC presence
amplifybackend.backend_job,amplifybackend,R1,regional,spatial,,regional,collectable but has no VPC presence
amplifybackend.backend_storage,amplifybackend,R1,regional,spatial,,regional,collectable but has no VPC presence
amplifybackend.s3_bucket,amplifybackend,R1,regional,spatial,,regional,collectable but has no VPC presence
amplifybackend.token,amplifybackend,R1,regional,spatial,,regional,collectable but has no VPC presence
amplifyuibuilder.codegen_job,amplifyuibuilder,R1,regional,spatial,,regional,collectable but has no VPC presence
amplifyuibuilder.component,amplifyuibuilder,R1,regional,spatial,,regional,collectable but has no VPC presence
amplifyuibuilder.form,amplifyuibuilder,R1,regional,spatial,,regional,collectable but has no VPC presence
amplifyuibuilder.metadata,amplifyuibuilder,R1,regional,spatial,,regional,collectable but has no VPC presence
amplifyuibuilder.tags_for_resource,amplifyuibuilder,R1,regional,spatial,,regional,collectable but has no VPC presence
amplifyuibuilder.theme,amplifyuibuilder,R1,regional,spatial,,regional,collectable but has no VPC presence
apigateway.account,apigateway,R1,regional,spatial,dns,regional,collectable but has no VPC presence
apigateway.api_key,apigateway,R1,regional,spatial,dns,regional,collectable but has no VPC presence
apigateway.authorizer,apigateway,R1,regional,spatial,dns,regional,collectable but has no VPC presence
apigateway.client_certificate,apigateway,R1,regional,spatial,dns,regional,collectable but has no VPC presence
apigateway.domain_name,apigateway,R1,regional,spatial,dns,regional,collectable but has no VPC presence
apigateway.domain_name_access_association,apigateway,R1,regional,spatial,dns,regional,collectable but has no VPC presence
apigateway.method,apigateway,R1,regional,spatial,dns,regional,collectable but has no VPC presence
apigateway.request_validator,apigateway,R1,regional,spatial,dns,regional,collectable but has no VPC presence
apigateway.rest_api,apigateway,R1,regional,spatial,dns,regional,collectable but has no VPC presence
apigateway.usage_plan,apigateway,R1,regional,spatial,dns,regional,collectable but has no VPC presence
apigateway.vpc_link,apigateway,R1,regional,spatial,dns,regional,collectable but has no VPC presence
apigatewaymanagementapi.connection,apigatewaymanagementapi,R1,regional,spatial,,regional,collectable but has no VPC presence
apigatewayv2.api,apigatewayv2,R1,regional,spatial,dns,regional,collectable but has no VPC presence
apigatewayv2.domain_name,apigatewayv2,R1,regional,spatial,dns,regional,collectable but has no VPC presence
apigatewayv2.portal,apigatewayv2,R1,regional,spatial,dns,regional,collectable but has no VPC presence
apigatewayv2.portal_product,apigatewayv2,R1,regional,spatial,dns,regional,collectable but has no VPC presence
apigatewayv2.route,apigatewayv2,R1,regional,spatial,dns,regional,collectable but has no VPC presence
appconfig.account_setting,appconfig,R1,regional,spatial,,regional,collectable but has no VPC presence
appconfig.application,appconfig,R1,regional,spatial,,regional,collectable but has no VPC presence
appconfig.configuration,appconfig,R1,regional,spatial,,regional,collectable but has no VPC presence
appconfig.configuration_profile,appconfig,R1,regional,spatial,,regional,collectable but has no VPC presence
appconfig.deployment,appconfig,R1,regional,spatial,,regional,collectable but has no VPC presence
appconfig.deployment_strategy,appconfig,R1,regional,spatial,,regional,collectable but has no VPC presence
appconfig.environment,appconfig,R1,regional,spatial,,regional,collectable but has no VPC presence
appconfig.extension,appconfig,R1,regional,spatial,,regional,collectable but has no VPC presence
appconfig.extension_association,appconfig,R1,regional,spatial,,regional,collectable but has no VPC presence
appconfig.hosted_configuration_version,appconfig,R1,regional,spatial,,regional,collectable but has no VPC presence
appconfig.tags_for_resource,appconfig,R1,regional,spatial,,regional,collectable but has no VPC presence
appconfigdata.latest_configuration,appconfigdata,R1,regional,spatial,,regional,collectable but has no VPC presence
appfabric.app_authorization,appfabric,R1,regional,spatial,,regional,collectable but has no VPC presence
appfabric.app_bundle,appfabric,R1,regional,spatial,,regional,collectable but has no VPC presence
appfabric.ingestion,appfabric,R1,regional,spatial,,regional,collectable but has no VPC presence
appfabric.ingestion_destination,appfabric,R1,regional,spatial,,regional,collectable but has no VPC presence
appfabric.tags_for_resource,appfabric,R1,regional,spatial,,regional,collectable but has no VPC presence
appflow.flow,appflow,R1,regional,spatial,,regional,collectable but has no VPC presence
appflow.connector,appflow,R1,regional,spatial,,regional,collectable but has no VPC presence
appflow.connector_entity,appflow,R1,regional,spatial,,regional,collectable but has no VPC presence
