key,service,icon_name,icon_class,icon_category,icon_file,match_level
databrew.recipe_version,databrew,databrew,,,,none
databrew.ruleset,databrew,databrew,,,,none
databrew.schedule,databrew,databrew,,,,none
dataexchange.asset,dataexchange,dataexchange,,,,none
dataexchange.data_grant,dataexchange,dataexchange,,,,none
dataexchange.data_set,dataexchange,dataexchange,,,,none
dataexchange.data_set_revision,dataexchange,dataexchange,,,,none
dataexchange.event_action,dataexchange,dataexchange,,,,none
dataexchange.job,dataexchange,dataexchange,,,,none
dataexchange.received_data_grant,dataexchange,dataexchange,,,,none
dataexchange.revision,dataexchange,dataexchange,,,,none
dataexchange.revision_asset,dataexchange,dataexchange,,,,none
datazone.asset,datazone,datazone,,,,none
datazone.asset_filter,datazone,datazone,,,,none
datazone.asset_revision,datazone,datazone,,,,none
datazone.asset_type,datazone,datazone,,,,none
datazone.connection,datazone,datazone,,,,none
datazone.data_product,datazone,datazone,,,,none
datazone.data_source,datazone,datazone,,,,none
datazone.data_source_run,datazone,datazone,,,,none
datazone.data_source_run_activity,datazone,datazone,,,,none
datazone.domain,datazone,datazone,,,,none
datazone.domain_unit,datazone,datazone,,,,none
datazone.domain_units_for_parent,datazone,datazone,,,,none
datazone.environment,datazone,datazone,,,,none
datazone.environment_action,datazone,datazone,,,,none
datazone.environment_actions,datazone,datazone,,,,none
datazone.environment_blueprint,datazone,datazone,,,,none
datazone.environment_blueprint_configuration,datazone,datazone,,,,none
datazone.environment_profile,datazone,datazone,,,,none
datazone.form_type,datazone,datazone,,,,none
datazone.glossary,datazone,datazone,,,,none
datazone.glossary_term,datazone,datazone,,,,none
datazone.group_profile,datazone,datazone,,,,none
datazone.iam_portal_login_url,datazone,datazone,,,,none
datazone.job_run,datazone,datazone,,,,none
datazone.lineage_event,datazone,datazone,,,,none
datazone.lineage_node,datazone,datazone,,,,none
datazone.lineage_node_history,datazone,datazone,,,,none
datazone.listing,datazone,datazone,,,,none
datazone.metadata_generation_run,datazone,datazone,,,,none
datazone.notification,datazone,datazone,,,,none
datazone.owner,datazone,datazone,,,,none
datazone.policy_grant,datazone,datazone,,,,none
datazone.project,datazone,datazone,,,,none
datazone.project_membership,datazone,datazone,,,,none
datazone.project_profile,datazone,datazone,,,,none
datazone.rule,datazone,datazone,,,,none
datazone.search,datazone,datazone,,,,none
datazone.search_group_profile,datazone,datazone,,,,none
datazone.search_listing,datazone,datazone,,,,none
datazone.search_type,datazone,datazone,,,,none
datazone.search_user_profile,datazone,datazone,,,,none
datazone.subscription,datazone,datazone,,,,none
datazone.subscription_grant,datazone,datazone,,,,none
datazone.subscription_request,datazone,datazone,,,,none
datazone.subscription_request_detail,datazone,datazone,,,,none
datazone.subscription_target,datazone,datazone,,,,none
datazone.time_series_data_point,datazone,datazone,,,,none
datazone.user_profile,datazone,datazone,,,,none
deadline.budget,deadline,deadline,,,,none
deadline.farm,deadline,deadline,,,,none
deadline.fleet,deadline,deadline,,,,none
deadline.job,deadline,deadline,,,,none
deadline.license_endpoint,deadline,deadline,,,,none
deadline.metered_product,deadline,deadline,,,,none
deadline.monitor,deadline,deadline,,,,none
deadline.queue,deadline,deadline,,,,none
deadline.queue_environment,deadline,deadline,,,,none
deadline.queue_fleet_association,deadline,deadline,,,,none
deadline.queue_limit_association,deadline,deadline,,,,none
deadline.session,deadline,deadline,,,,none
deadline.session_action,deadline,deadline,,,,none
deadline.step,deadline,deadline,,,,none
deadline.storage_profile,deadline,deadline,,,,none
deadline.task,deadline,deadline,,,,none
deadline.worker,deadline,deadline,,,,none
desired.instance,desired,desired,,,,none
devops-guru.account_health,devops-guru,devops-guru,,,,none
devops-guru.account_overview,devops-guru,devops-guru,,,,none
devops-guru.anomalous_log_group,devops-guru,devops-guru,,,,none
devops-guru.event,devops-guru,devops-guru,,,,none
devops-guru.event_sources_config,devops-guru,devops-guru,,,,none
devops-guru.feedback,devops-guru,devops-guru,,,,none
devops-guru.monitored_resource,devops-guru,devops-guru,,,,none
devops-guru.organization_health,devops-guru,devops-guru,,,,none
devops-guru.organization_overview,devops-guru,devops-guru,,,,none
devops-guru.organization_resource_collection_health,devops-guru,devops-guru,,,,none
devops-guru.resource_collection,devops-guru,devops-guru,,,,none
devops-guru.resource_collection_health,devops-guru,devops-guru,,,,none
devops-guru.service_integration,devops-guru,devops-guru,,,,none
discovery.appdiscovery_agent,discovery,discovery,,,,none
discovery.batch_delete_configuration_task,discovery,discovery,,,,none
discovery.configuration,discovery,discovery,,,,none
discovery.import_task,discovery,discovery,,,,none
discovery.server_neighbor,discovery,discovery,,,,none
dlm.lifecycle_policy,dlm,dlm,,,,none
docdb-elastic.cluster,docdb-elastic,docdb-elastic,,,,none
docdb-elastic.cluster_snapshot,docdb-elastic,docdb-elastic,,,,none
docdb.certificate,docdb,docdb,,,,none
docdb.db_cluster,docdb,docdb,,,,none
docdb.db_cluster_parameter_group,docdb,docdb,,,,none
docdb.db_cluster_snapshot,docdb,docdb,,,,none
docdb.db_instance,docdb,docdb,,,,none
docdb.db_subnet_group,docdb,docdb,,,,none
docdb.event_subscription,docdb,docdb,,,,none
docdb.global_cluster,docdb,docdb,,,,none
drs.launch_configuration_template,drs,drs,,,,none
drs.recovery_instance,drs,drs,,,,none
drs.replication_configuration_template,drs,drs,,,,none
drs.source_server,drs,drs,,,,none
dsql.cluster,dsql,dsql,,,,none
ecr-public.authorization_token,ecr-public,ecr-public,,,,none
ecr-public.image,ecr-public,ecr-public,,,,none
ecr-public.registry,ecr-public,ecr-public,,,,none
ecr-public.registry_catalog_data,ecr-public,ecr-public,,,,none
ecr-public.repository,ecr-public,ecr-public,,,,none
ecr-public.repository_catalog_data,ecr-public,ecr-public,,,,none
ecr-public.repository_policy,ecr-public,ecr-public,,,,none
edr.membership,edr,edr,,,,none
elastic.elasticsearch_domain,elastic,elastic,,,,none
elbv2.listener,elbv2,elbv2,,,,none
elbv2.listener_certificate,elbv2,elbv2,,,,none
elbv2.rule,elbv2,elbv2,,,,none
elbv2.ssl_policy,elbv2,elbv2,,,,none
elbv2.target_health,elbv2,elbv2,,,,none
elbv2.trust_store,elbv2,elbv2,,,,none
emr-containers.job_run,emr-containers,emr-containers,,,,none
emr-containers.job_template,emr-containers,emr-containers,,,,none
emr-containers.managed_endpoint,emr-containers,emr-containers,,,,none
emr-containers.managed_endpoint_session_credential,emr-containers,emr-containers,,,,none
emr-containers.security_configuration,emr-containers,emr-containers,,,,none
emr-containers.virtual_cluster,emr-containers,emr-containers,,,,none
emr-serverless.application,emr-serverless,emr-serverless,,,,none
emr-serverless.dashboard_for_job_run,emr-serverless,emr-serverless,,,,none
emr-serverless.job_run,emr-serverless,emr-serverless,,,,none
emr-serverless.job_run_attempt,emr-serverless,emr-serverless,,,,none
entityresolution.id_mapping_job,entityresolution,entityresolution,,,,none
entityresolution.id_mapping_workflow,entityresolution,entityresolution,,,,none
entityresolution.id_namespace,entityresolution,entityresolution,,,,none
entityresolution.match_id,entityresolution,entityresolution,,,,none
entityresolution.matching_job,entityresolution,entityresolution,,,,none
entityresolution.matching_workflow,entityresolution,entityresolution,,,,none
entityresolution.policy,entityresolution,entityresolution,,,,none
entityresolution.provider_service,entityresolution,entityresolution,,,,none
entityresolution.schema_mapping,entityresolution,entityresolution,,,,none
event.event_data_store,event,event,,,,none
events.api_destination,events,events,,,,none
events.archive,events,events,,,,none
events.connection,events,events,,,,none
events.event_bu,events,events,,,,none
events.event_bus,events,events,,,,none
events.event_rule_target,events,events,,,,none
events.event_source,events,events,,,,none
events.partner_event_source,events,events,,,,none
events.partner_event_source_account,events,events,,,,none
events.replay,events,events,,,,none
events.rule,events,events,,,,none
eventschemas.discoverer,eventschemas,eventschemas,,,,none
eventschemas.registry,eventschemas,eventschemas,,,,none
evidently.experiment,evidently,evidently,,,,none
evidently.feature,evidently,evidently,,,,none
evidently.launch,evidently,evidently,,,,none
evidently.project,evidently,evidently,,,,none
evidently.segment,evidently,evidently,,,,none
evidently.segment_reference,evidently,evidently,,,,none
evs.environment,evs,evs,,,,none
finspace-data.changeset,finspace-data,finspace-data,,,,none
finspace-data.data_view,finspace-data,finspace-data,,,,none
finspace-data.dataset,finspace-data,finspace-data,,,,none
finspace-data.external_data_view_access_detail,finspace-data,finspace-data,,,,none
finspace-data.permission_group,finspace-data,finspace-data,,,,none
finspace-data.permission_groups_by_user,finspace-data,finspace-data,,,,none
finspace-data.programmatic_access_credential,finspace-data,finspace-data,,,,none
finspace-data.users_by_permission_group,finspace-data,finspace-data,,,,none
finspace-data.working_location,finspace-data,finspace-data,,,,none
finspace.environment,finspace,finspace,,,,none
finspace.kx_changeset,finspace,finspace,,,,none
finspace.kx_cluster,finspace,finspace,,,,none
finspace.kx_cluster_node,finspace,finspace,,,,none
finspace.kx_connection_string,finspace,finspace,,,,none
finspace.kx_databas,finspace,finspace,,,,none
finspace.kx_database,finspace,finspace,,,,none
finspace.kx_dataview,finspace,finspace,,,,none
finspace.kx_environment,finspace,finspace,,,,none
finspace.kx_scaling_group,finspace,finspace,,,,none
finspace.kx_user,finspace,finspace,,,,none
finspace.kx_volume,finspace,finspace,,,,none
firehose.delivery_stream,firehose,firehose,,,,none
fis.action,fis,fis,,,,none
fis.experiment,fis,fis,,,,none
fis.experiment_resolved_target,fis,fis,,,,none
fis.experiment_template,fis,fis,,,,none
fis.fis_experiment,fis,fis,,,,none
fis.safety_lever,fis,fis,,,,none
fis.target_resource_type,fis,fis,,,,none
gameliftstreams.application,gameliftstreams,gameliftstreams,,,,none
gameliftstreams.stream_group,gameliftstreams,gameliftstreams,,,,none
gameliftstreams.stream_session,gameliftstreams,gameliftstreams,,,,none
gameliftstreams.stream_sessions_by_account,gameliftstreams,gameliftstreams,,,,none
geo-places.place,geo-places,geo-places,,,,none
glacier.data_retrieval_policy,glacier,glacier,,,,none
glacier.glacier,glacier,glacier,,,,none
glacier.vault,glacier,glacier,,,,none
glacier.vault_access_policy,glacier,glacier,,,,none
glacier.vault_lock,glacier,glacier,,,,none
grafana.workspace,grafana,grafana,,,,none
grafana.workspace_authentication,grafana,grafana,,,,none
grafana.workspace_configuration,grafana,grafana,,,,none
grafana.workspace_service_account,grafana,grafana,,,,none
grafana.workspace_service_account_token,grafana,grafana,,,,none
greengrass.associated_role,greengrass,greengrass,,,,none
greengrass.bulk_deployment,greengrass,greengrass,,,,none
greengrass.bulk_deployment_status,greengrass,greengrass,,,,none
greengrass.connectivity_info,greengrass,greengrass,,,,none
greengrass.connector_definition,greengrass,greengrass,,,,none
greengrass.connector_definition_version,greengrass,greengrass,,,,none
greengrass.core_definition,greengrass,greengrass,,,,none
greengrass.core_definition_version,greengrass,greengrass,,,,none
greengrass.deployment,greengrass,greengrass,,,,none
greengrass.deployment_status,greengrass,greengrass,,,,none
greengrass.device_definition,greengrass,greengrass,,,,none
greengrass.device_definition_version,greengrass,greengrass,,,,none
greengrass.function_definition,greengrass,greengrass,,,,none
greengrass.function_definition_version,greengrass,greengrass,,,,none
greengrass.group,greengrass,greengrass,,,,none
greengrass.group_certificate_authority,greengrass,greengrass,,,,none
greengrass.group_certificate_configuration,greengrass,greengrass,,,,none
greengrass.group_version,greengrass,greengrass,,,,none
greengrass.logger_definition,greengrass,greengrass,,,,none
greengrass.logger_definition_version,greengrass,greengrass,,,,none
greengrass.resource_definition,greengrass,greengrass,,,,none
greengrass.resource_definition_version,greengrass,greengrass,,,,none
greengrass.service_role_for_account,greengrass,greengrass,,,,none
greengrass.subscription_definition,greengrass,greengrass,,,,none
greengrass.subscription_definition_version,greengrass,greengrass,,,,none
greengrass.thing_runtime_configuration,greengrass,greengrass,,,,none
greengrassv2.client_devices_associated_with_core_device,greengrassv2,greengrassv2,,,,none
greengrassv2.component,greengrassv2,greengrassv2,,,,none
greengrassv2.component_version,greengrassv2,greengrassv2,,,,none
greengrassv2.component_version_artifact,greengrassv2,greengrassv2,,,,none
greengrassv2.connectivity_info,greengrassv2,greengrassv2,,,,none
greengrassv2.core_device,greengrassv2,greengrassv2,,,,none
greengrassv2.deployment,greengrassv2,greengrassv2,,,,none
greengrassv2.effective_deployment,greengrassv2,greengrassv2,,,,none
greengrassv2.installed_component,greengrassv2,greengrassv2,,,,none
greengrassv2.service_role_for_account,greengrassv2,greengrassv2,,,,none
health.affected_accounts_for_organization,health,health,,,,none
health.affected_entities_for_organization,health,health,,,,none
health.affected_entity,health,health,,,,none
health.entity_aggregates_for_organization,health,health,,,,none
health.event_aggregate,health,health,,,,none
health.event_detail,health,health,,,,none
health.event_details_for_organization,health,health,,,,none
health.events_for_organization,health,health,,,,none
health.health_event,health,health,,,,none
health.health_service_status_for_organization,health,health,,,,none
healthlake.fhir_datastore,healthlake,healthlake,,,,none
healthlake.fhir_export_job,healthlake,healthlake,,,,none
healthlake.fhir_import_job,healthlake,healthlake,,,,none
identitystore.group,identitystore,identitystore,,,,none
imagebuilder.component,imagebuilder,imagebuilder,,,,none
imagebuilder.component_build_version,imagebuilder,imagebuilder,,,,none
imagebuilder.component_policy,imagebuilder,imagebuilder,,,,none
imagebuilder.container_recipe,imagebuilder,imagebuilder,,,,none
imagebuilder.container_recipe_policy,imagebuilder,imagebuilder,,,,none
imagebuilder.distribution_configuration,imagebuilder,imagebuilder,,,,none
imagebuilder.image,imagebuilder,imagebuilder,,,,none
imagebuilder.image_build_version,imagebuilder,imagebuilder,,,,none
imagebuilder.image_package,imagebuilder,imagebuilder,,,,none
imagebuilder.image_pipeline,imagebuilder,imagebuilder,,,,none
imagebuilder.image_pipeline_image,imagebuilder,imagebuilder,,,,none
imagebuilder.image_policy,imagebuilder,imagebuilder,,,,none
imagebuilder.image_recipe,imagebuilder,imagebuilder,,,,none
imagebuilder.image_recipe_policy,imagebuilder,imagebuilder,,,,none
imagebuilder.infrastructure_configuration,imagebuilder,imagebuilder,,,,none
imagebuilder.lifecycle_execution,imagebuilder,imagebuilder,,,,none
imagebuilder.lifecycle_execution_resource,imagebuilder,imagebuilder,,,,none
imagebuilder.lifecycle_policy,imagebuilder,imagebuilder,,,,none
imagebuilder.waiting_workflow_step,imagebuilder,imagebuilder,,,,none
imagebuilder.workflow,imagebuilder,imagebuilder,,,,none
imagebuilder.workflow_build_version,imagebuilder,imagebuilder,,,,none
imagebuilder.workflow_execution,imagebuilder,imagebuilder,,,,none
imagebuilder.workflow_step_execution,imagebuilder,imagebuilder,,,,none
importexport.job,importexport,importexport,,,,none
importexport.shipping_label,importexport,importexport,,,,none
importexport.status,importexport,importexport,,,,none
