key,service,icon_name,icon_class,icon_category,icon_file,match_level
apigateway.authorizer,apigateway,APIGateway,APIGateway,mobile,api-gateway.png,service
apigateway.client_certificate,apigateway,APIGateway,APIGateway,mobile,api-gateway.png,service
apigateway.domain_name,apigateway,APIGateway,APIGateway,mobile,api-gateway.png,service
apigateway.domain_name_access_association,apigateway,APIGateway,APIGateway,mobile,api-gateway.png,service
apigateway.method,apigateway,APIGateway,APIGateway,mobile,api-gateway.png,service
apigateway.request_validator,apigateway,APIGateway,APIGateway,mobile,api-gateway.png,service
apigateway.resource,apigateway,APIGateway,APIGateway,mobile,api-gateway.png,service
apigateway.stage,apigateway,APIGateway,APIGateway,mobile,api-gateway.png,service
apigateway.usage_plan,apigateway,APIGateway,APIGateway,mobile,api-gateway.png,service
apigateway.vpc_link,apigateway,APIGateway,APIGateway,mobile,api-gateway.png,service
application-autoscaling.scalable_target,application-autoscaling,ApplicationAutoScaling,ApplicationAutoScaling,compute,application-auto-scaling.png,service
application-autoscaling.scaling_activity,application-autoscaling,ApplicationAutoScaling,ApplicationAutoScaling,compute,application-auto-scaling.png,service
application-autoscaling.scaling_policy,application-autoscaling,ApplicationAutoScaling,ApplicationAutoScaling,compute,application-auto-scaling.png,service
application-autoscaling.scheduled_action,application-autoscaling,ApplicationAutoScaling,ApplicationAutoScaling,compute,application-auto-scaling.png,service
appmesh.gateway_route,appmesh,AppMesh,AppMesh,network,app-mesh.png,service
appmesh.mesh,appmesh,AppMesh,AppMesh,network,app-mesh.png,service
appmesh.route,appmesh,AppMesh,AppMesh,network,app-mesh.png,service
appmesh.virtual_gateway,appmesh,AppMesh,AppMesh,network,app-mesh.png,service
appmesh.virtual_node,appmesh,AppMesh,AppMesh,network,app-mesh.png,service
appmesh.virtual_router,appmesh,AppMesh,AppMesh,network,app-mesh.png,service
appmesh.virtual_service,appmesh,AppMesh,AppMesh,network,app-mesh.png,service
apprunner.auto_scaling_configuration,apprunner,AppRunner,AppRunner,compute,app-runner.png,service
apprunner.connection,apprunner,AppRunner,AppRunner,compute,app-runner.png,service
apprunner.custom_domain,apprunner,AppRunner,AppRunner,compute,app-runner.png,service
apprunner.observability_configuration,apprunner,AppRunner,AppRunner,compute,app-runner.png,service
apprunner.operation,apprunner,AppRunner,AppRunner,compute,app-runner.png,service
apprunner.service,apprunner,AppRunner,AppRunner,compute,app-runner.png,service
apprunner.vpc_connector,apprunner,AppRunner,AppRunner,compute,app-runner.png,service
apprunner.vpc_ingress_connection,apprunner,AppRunner,AppRunner,compute,app-runner.png,service
appsync.api,appsync,Appsync,Appsync,integration,appsync.png,service
appsync.domain_name,appsync,Appsync,Appsync,integration,appsync.png,service
appsync.graph_ql_api,appsync,Appsync,Appsync,integration,appsync.png,service
artifact.customer_agreement,artifact,Artifact,Artifact,security,artifact.png,service
athena.capacity_reservation,athena,Athena,Athena,analytics,athena.png,service
athena.data_catalog,athena,Athena,Athena,analytics,athena.png,service
athena.named_query,athena,Athena,Athena,analytics,athena.png,service
athena.work_group,athena,Athena,Athena,analytics,athena.png,service
autoscaling.launch_configuration,autoscaling,AutoScaling,AutoScaling,compute,application-auto-scaling.png,service
autoscaling.scaling_policy,autoscaling,AutoScaling,AutoScaling,compute,application-auto-scaling.png,service
autoscaling.scheduled_action,autoscaling,AutoScaling,AutoScaling,compute,application-auto-scaling.png,service
backup.backup_job,backup,Backup,Backup,storage,backup.png,service
backup.backup_plan,backup,Backup,Backup,storage,backup.png,service
backup.backup_plan_version,backup,Backup,Backup,storage,backup.png,service
backup.backup_selection,backup,Backup,Backup,storage,backup.png,service
backup.backup_vault,backup,Backup,Backup,storage,backup.png,service
backup.backup_vault_access_policy,backup,Backup,Backup,storage,backup.png,service
backup.backup_vault_notification,backup,Backup,Backup,storage,backup.png,service
backup.copy_job,backup,Backup,Backup,storage,backup.png,service
backup.framework,backup,Backup,Backup,storage,backup.png,service
backup.legal_hold,backup,Backup,Backup,storage,backup.png,service
backup.recovery_points_by_backup_vault,backup,Backup,Backup,storage,backup.png,service
backup.recovery_points_by_resource,backup,Backup,Backup,storage,backup.png,service
backup.report_plan,backup,Backup,Backup,storage,backup.png,service
backup.restore_job,backup,Backup,Backup,storage,backup.png,service
backup.restore_jobs_by_protected_resource,backup,Backup,Backup,storage,backup.png,service
backup.restore_testing_plan,backup,Backup,Backup,storage,backup.png,service
backup.restore_testing_selection,backup,Backup,Backup,storage,backup.png,service
backup.scan_job,backup,Backup,Backup,storage,backup.png,service
backup.tiering_configuration,backup,Backup,Backup,storage,backup.png,service
batch.compute_environment,batch,Batch,Batch,compute,batch.png,service
batch.consumable_resource,batch,Batch,Batch,compute,batch.png,service
batch.job,batch,Batch,Batch,compute,batch.png,service
batch.job_definition,batch,Batch,Batch,compute,batch.png,service
batch.job_queue,batch,Batch,Batch,compute,batch.png,service
batch.scheduling_policy,batch,Batch,Batch,compute,batch.png,service
batch.service_environment,batch,Batch,Batch,compute,batch.png,service
bedrock.automated_reasoning_policy,bedrock,Bedrock,Bedrock,ml,bedrock.png,service
bedrock.bedrock_customization_job,bedrock,Bedrock,Bedrock,ml,bedrock.png,service
bedrock.custom_model,bedrock,Bedrock,Bedrock,ml,bedrock.png,service
bedrock.custom_model_deployment,bedrock,Bedrock,Bedrock,ml,bedrock.png,service
bedrock.enforced_guardrails_configuration,bedrock,Bedrock,Bedrock,ml,bedrock.png,service
bedrock.guardrail,bedrock,Bedrock,Bedrock,ml,bedrock.png,service
bedrock.inference_profile,bedrock,Bedrock,Bedrock,ml,bedrock.png,service
bedrock.model_invocation_logging_configuration,bedrock,Bedrock,Bedrock,ml,bedrock.png,service
bedrock.prompt_router,bedrock,Bedrock,Bedrock,ml,bedrock.png,service
braket.device,braket,Braket,Braket,quantum,braket.png,service
braket.job,braket,Braket,Braket,quantum,braket.png,service
braket.quantum_task,braket,Braket,Braket,quantum,braket.png,service
braket.search_device,braket,Braket,Braket,quantum,braket.png,service
braket.search_job,braket,Braket,Braket,quantum,braket.png,service
braket.search_quantum_task,braket,Braket,Braket,quantum,braket.png,service
budgets.budget,budgets,Budgets,Budgets,cost,budgets.png,service
budgets.budget_action,budgets,Budgets,Budgets,cost,budgets.png,service
budgets.notifications_for_budget,budgets,Budgets,Budgets,cost,budgets.png,service
chatbot.custom_action,chatbot,Chatbot,Chatbot,management,chatbot.png,service
chatbot.microsoft_teams_channel_configuration,chatbot,Chatbot,Chatbot,management,chatbot.png,service
chatbot.slack_channel_configuration,chatbot,Chatbot,Chatbot,management,chatbot.png,service
chime.account,chime,Chime,Chime,business,chime.png,service
chime.app_instance,chime,Chime,Chime,business,chime.png,service
chime.bot,chime,Chime,Chime,business,chime.png,service
chime.events_configuration,chime,Chime,Chime,business,chime.png,service
chime.global_setting,chime,Chime,Chime,business,chime.png,service
chime.phone_number,chime,Chime,Chime,business,chime.png,service
chime.phone_number_order,chime,Chime,Chime,business,chime.png,service
chime.phone_number_setting,chime,Chime,Chime,business,chime.png,service
chime.retention_setting,chime,Chime,Chime,business,chime.png,service
chime.room,chime,Chime,Chime,business,chime.png,service
chime.room_membership,chime,Chime,Chime,business,chime.png,service
chime.supported_phone_number_country,chime,Chime,Chime,business,chime.png,service
chime.user,chime,Chime,Chime,business,chime.png,service
chime.user_setting,chime,Chime,Chime,business,chime.png,service
cloud9.environment,cloud9,Cloud9,Cloud9,devtools,cloud9.png,service
cloud9.environment_membership,cloud9,Cloud9,Cloud9,devtools,cloud9.png,service
cloud9.environment_status,cloud9,Cloud9,Cloud9,devtools,cloud9.png,service
clouddirectory.applied_schema_version,clouddirectory,CloudDirectory,CloudDirectory,security,cloud-directory.png,service
clouddirectory.attached_indice,clouddirectory,CloudDirectory,CloudDirectory,security,cloud-directory.png,service
clouddirectory.cloud_directory,clouddirectory,CloudDirectory,CloudDirectory,security,cloud-directory.png,service
clouddirectory.directory,clouddirectory,CloudDirectory,CloudDirectory,security,cloud-directory.png,service
clouddirectory.facet,clouddirectory,CloudDirectory,CloudDirectory,security,cloud-directory.png,service
clouddirectory.incoming_typed_link,clouddirectory,CloudDirectory,CloudDirectory,security,cloud-directory.png,service
clouddirectory.index,clouddirectory,CloudDirectory,CloudDirectory,security,cloud-directory.png,service
clouddirectory.object_children,clouddirectory,CloudDirectory,CloudDirectory,security,cloud-directory.png,service
clouddirectory.object_information,clouddirectory,CloudDirectory,CloudDirectory,security,cloud-directory.png,service
clouddirectory.object_parent,clouddirectory,CloudDirectory,CloudDirectory,security,cloud-directory.png,service
clouddirectory.object_parent_path,clouddirectory,CloudDirectory,CloudDirectory,security,cloud-directory.png,service
clouddirectory.outgoing_typed_link,clouddirectory,CloudDirectory,CloudDirectory,security,cloud-directory.png,service
clouddirectory.schema_as_json,clouddirectory,CloudDirectory,CloudDirectory,security,cloud-directory.png,service
cloudformation.generated_template,cloudformation,Cloudformation,Cloudformation,management,cloudformation.png,service
cloudformation.publisher,cloudformation,Cloudformation,Cloudformation,management,cloudformation.png,service
cloudformation.stack_set,cloudformation,Cloudformation,Cloudformation,management,cloudformation.png,service
cloudformation.type,cloudformation,Cloudformation,Cloudformation,management,cloudformation.png,service
cloudfront.cache_policy,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.cache_policy_config,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.cloud_front_origin_access_identity,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.connection_function,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.continuous_deployment_policy,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.distribution_config,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.distribution_tenants_by_customization,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.field_level_encryption,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.function,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.key_group,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.key_value_store,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.origin_access_control,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.origin_request_policy,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.origin_request_policy_config,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.public_key,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.realtime_log_config,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudfront.response_headers_policy,cloudfront,CloudFront,CloudFront,network,cloudfront.png,service
cloudhsm.config,cloudhsm,CloudHSM,CloudHSM,security,cloudhsm.png,service
cloudhsm.hapg,cloudhsm,CloudHSM,CloudHSM,security,cloudhsm.png,service
cloudhsm.hsm,cloudhsm,CloudHSM,CloudHSM,security,cloudhsm.png,service
cloudhsm.hsm_client,cloudhsm,CloudHSM,CloudHSM,security,cloudhsm.png,service
cloudhsm.hsm_hapg,cloudhsm,CloudHSM,CloudHSM,security,cloudhsm.png,service
cloudhsm.luna_client,cloudhsm,CloudHSM,CloudHSM,security,cloudhsm.png,service
cloudsearch.analysis_scheme,cloudsearch,Cloudsearch,Cloudsearch,analytics,cloudsearch.png,service
cloudsearch.availability_option,cloudsearch,Cloudsearch,Cloudsearch,analytics,cloudsearch.png,service
cloudsearch.cloudsearch,cloudsearch,Cloudsearch,Cloudsearch,analytics,cloudsearch.png,service
cloudsearch.domain_endpoint_option,cloudsearch,Cloudsearch,Cloudsearch,analytics,cloudsearch.png,service
cloudsearch.domain_name,cloudsearch,Cloudsearch,Cloudsearch,analytics,cloudsearch.png,service
cloudsearch.expression,cloudsearch,Cloudsearch,Cloudsearch,analytics,cloudsearch.png,service
cloudsearch.index_field,cloudsearch,Cloudsearch,Cloudsearch,analytics,cloudsearch.png,service
cloudsearch.scaling_parameter,cloudsearch,Cloudsearch,Cloudsearch,analytics,cloudsearch.png,service
cloudsearch.service_access_policy,cloudsearch,Cloudsearch,Cloudsearch,analytics,cloudsearch.png,service
cloudsearch.suggester,cloudsearch,Cloudsearch,Cloudsearch,analytics,cloudsearch.png,service
cloudtrail.channel,cloudtrail,Cloudtrail,Cloudtrail,management,cloudtrail.png,service
cloudtrail.dashboard,cloudtrail,Cloudtrail,Cloudtrail,management,cloudtrail.png,service
cloudtrail.event_data_store,cloudtrail,Cloudtrail,Cloudtrail,management,cloudtrail.png,service
cloudtrail.event_selector,cloudtrail,Cloudtrail,Cloudtrail,management,cloudtrail.png,service
cloudtrail.trail,cloudtrail,Cloudtrail,Cloudtrail,management,cloudtrail.png,service
cloudwatch.alarms_for_metric,cloudwatch,Cloudwatch,Cloudwatch,management,cloudwatch.png,service
cloudwatch.anomaly_detector,cloudwatch,Cloudwatch,Cloudwatch,management,cloudwatch.png,service
cloudwatch.composite_alarm,cloudwatch,Cloudwatch,Cloudwatch,management,cloudwatch.png,service
cloudwatch.dashboard,cloudwatch,Cloudwatch,Cloudwatch,management,cloudwatch.png,service
cloudwatch.insight_rule,cloudwatch,Cloudwatch,Cloudwatch,management,cloudwatch.png,service
cloudwatch.metric_stream,cloudwatch,Cloudwatch,Cloudwatch,management,cloudwatch.png,service
codeartifact.domain,codeartifact,Codeartifact,Codeartifact,devtools,codeartifact.png,service
codeartifact.repository,codeartifact,Codeartifact,Codeartifact,devtools,codeartifact.png,service
codebuild.fleet,codebuild,Codebuild,Codebuild,devtools,codebuild.png,service
codebuild.project,codebuild,Codebuild,Codebuild,devtools,codebuild.png,service
codebuild.report_group,codebuild,Codebuild,Codebuild,devtools,codebuild.png,service
codebuild.source_credential,codebuild,Codebuild,Codebuild,devtools,codebuild.png,service
codecommit.approval_rule_template,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.blob,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.branch,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.comment,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.comment_reaction,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.comments_for_compared_commit,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.comments_for_pull_request,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.commit,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.difference,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.file,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.file_commit_history,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.folder,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.merge_commit,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.merge_conflict,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.pull_request,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.pull_request_approval_state,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.pull_request_event,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.pull_request_override_state,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.repository,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codecommit.repository_trigger,codecommit,Codecommit,Codecommit,devtools,codecommit.png,service
codedeploy.application,codedeploy,Codedeploy,Codedeploy,devtools,codedeploy.png,service
codedeploy.application_revision,codedeploy,Codedeploy,Codedeploy,devtools,codedeploy.png,service
codedeploy.codedeploy_deployment,codedeploy,Codedeploy,Codedeploy,devtools,codedeploy.png,service
codedeploy.deployment,codedeploy,Codedeploy,Codedeploy,devtools,codedeploy.png,service
codedeploy.deployment_config,codedeploy,Codedeploy,Codedeploy,devtools,codedeploy.png,service
codedeploy.deployment_group,codedeploy,Codedeploy,Codedeploy,devtools,codedeploy.png,service
codedeploy.deployment_instance,codedeploy,Codedeploy,Codedeploy,devtools,codedeploy.png,service
codedeploy.deployment_target,codedeploy,Codedeploy,Codedeploy,devtools,codedeploy.png,service
codedeploy.on_premises_instance,codedeploy,Codedeploy,Codedeploy,devtools,codedeploy.png,service
codepipeline.action_execution,codepipeline,Codepipeline,Codepipeline,devtools,codepipeline.png,service
codepipeline.action_type,codepipeline,Codepipeline,Codepipeline,devtools,codepipeline.png,service
codepipeline.deploy_action_execution_target,codepipeline,Codepipeline,Codepipeline,devtools,codepipeline.png,service
codepipeline.job_detail,codepipeline,Codepipeline,Codepipeline,devtools,codepipeline.png,service
codepipeline.pipeline,codepipeline,Codepipeline,Codepipeline,devtools,codepipeline.png,service
codepipeline.pipeline_execution,codepipeline,Codepipeline,Codepipeline,devtools,codepipeline.png,service
codepipeline.pipeline_state,codepipeline,Codepipeline,Codepipeline,devtools,codepipeline.png,service
codepipeline.rule_execution,codepipeline,Codepipeline,Codepipeline,devtools,codepipeline.png,service
codepipeline.third_party_job_detail,codepipeline,Codepipeline,Codepipeline,devtools,codepipeline.png,service
codepipeline.webhook,codepipeline,Codepipeline,Codepipeline,devtools,codepipeline.png,service
cognito.user_pool,cognito,Cognito,Cognito,security,cognito.png,service
comprehend.dataset,comprehend,Comprehend,Comprehend,ml,comprehend.png,service
comprehend.document_classifier,comprehend,Comprehend,Comprehend,ml,comprehend.png,service
comprehend.endpoint,comprehend,Comprehend,Comprehend,ml,comprehend.png,service
comprehend.entity_recognizer,comprehend,Comprehend,Comprehend,ml,comprehend.png,service
comprehend.flywheel,comprehend,Comprehend,Comprehend,ml,comprehend.png,service
comprehend.resource_policy,comprehend,Comprehend,Comprehend,ml,comprehend.png,service
compute-optimizer.ec2_recommendation_projected_metric,compute-optimizer,ComputeOptimizer,ComputeOptimizer,compute,compute-optimizer.png,service
compute-optimizer.ecs_service_recommendation_projected_metric,compute-optimizer,ComputeOptimizer,ComputeOptimizer,compute,compute-optimizer.png,service
compute-optimizer.effective_recommendation_preference,compute-optimizer,ComputeOptimizer,ComputeOptimizer,compute,compute-optimizer.png,service
compute-optimizer.enrollment_status,compute-optimizer,ComputeOptimizer,ComputeOptimizer,compute,compute-optimizer.png,service
compute-optimizer.recommendation_preference,compute-optimizer,ComputeOptimizer,ComputeOptimizer,compute,compute-optimizer.png,service
config.aggregation_authorization,config,Config,Config,management,config.png,service
config.config_rule,config,Config,Config,management,config.png,service
config.configuration_aggregator,config,Config,Config,management,config.png,service
config.configuration_recorder,config,Config,Config,management,config.png,service
config.configuration_recorder_status,config,Config,Config,management,config.png,service
config.conformance_pack,config,Config,Config,management,config.png,service
config.delivery_channel,config,Config,Config,management,config.png,service
config.organization_config_rule,config,Config,Config,management,config.png,service
config.organization_conformance_pack,config,Config,Config,management,config.png,service
config.remediation_configuration,config,Config,Config,management,config.png,service
config.stored_query,config,Config,Config,management,config.png,service
connect.agent_status,connect,Connect,Connect,engagement,connect.png,service
connect.analytics_data_association,connect,Connect,Connect,engagement,connect.png,service
connect.approved_origin,connect,Connect,Connect,engagement,connect.png,service
connect.authentication_profile,connect,Connect,Connect,engagement,connect.png,service
connect.bot,connect,Connect,Connect,engagement,connect.png,service
connect.instance,connect,Connect,Connect,engagement,connect.png,service
connect.contact,connect,Connect,Connect,engagement,connect.png,service
connect.contact_evaluation,connect,Connect,Connect,engagement,connect.png,service
connect.contact_flow,connect,Connect,Connect,engagement,connect.png,service
connect.contact_flow_module,connect,Connect,Connect,engagement,connect.png,service
connect.contact_flow_module_alias,connect,Connect,Connect,engagement,connect.png,service
connect.contact_flow_module_version,connect,Connect,Connect,engagement,connect.png,service
connect.contact_flow_version,connect,Connect,Connect,engagement,connect.png,service
connect.contact_metric,connect,Connect,Connect,engagement,connect.png,service
connect.contact_reference,connect,Connect,Connect,engagement,connect.png,service
connect.current_metric_data,connect,Connect,Connect,engagement,connect.png,service
connect.current_user_data,connect,Connect,Connect,engagement,connect.png,service
connect.default_vocabulary,connect,Connect,Connect,engagement,connect.png,service
connect.email_address,connect,Connect,Connect,engagement,connect.png,service
connect.evaluation_form,connect,Connect,Connect,engagement,connect.png,service
connect.evaluation_form_version,connect,Connect,Connect,engagement,connect.png,service
connect.federation_token,connect,Connect,Connect,engagement,connect.png,service
connect.flow_association,connect,Connect,Connect,engagement,connect.png,service
connect.hours_of_operation,connect,Connect,Connect,engagement,connect.png,service
connect.hours_of_operation_override,connect,Connect,Connect,engagement,connect.png,service
connect.instance,connect,Connect,Connect,engagement,connect.png,service
connect.instance_storage_config,connect,Connect,Connect,engagement,connect.png,service
connect.integration_association,connect,Connect,Connect,engagement,connect.png,service
connect.lex_bot,connect,Connect,Connect,engagement,connect.png,service
connect.metric_data,connect,Connect,Connect,engagement,connect.png,service
connect.metric_data_v2,connect,Connect,Connect,engagement,connect.png,service
connect.phone_number,connect,Connect,Connect,engagement,connect.png,service
connect.prompt,connect,Connect,Connect,engagement,connect.png,service
connect.prompt_file,connect,Connect,Connect,engagement,connect.png,service
connect.queue,connect,Connect,Connect,engagement,connect.png,service
connect.queue_quick_connect,connect,Connect,Connect,engagement,connect.png,service
connect.quick_connect,connect,Connect,Connect,engagement,connect.png,service
connect.realtime_contact_analysis_segments_v2,connect,Connect,Connect,engagement,connect.png,service
connect.routing_profile,connect,Connect,Connect,engagement,connect.png,service
connect.routing_profile_queue,connect,Connect,Connect,engagement,connect.png,service
connect.rule,connect,Connect,Connect,engagement,connect.png,service
connect.search_contact,connect,Connect,Connect,engagement,connect.png,service
connect.search_hours_of_operation,connect,Connect,Connect,engagement,connect.png,service
connect.search_prompt,connect,Connect,Connect,engagement,connect.png,service
connect.search_queue,connect,Connect,Connect,engagement,connect.png,service
connect.search_quick_connect,connect,Connect,Connect,engagement,connect.png,service
connect.search_routing_profile,connect,Connect,Connect,engagement,connect.png,service
connect.search_security_profile,connect,Connect,Connect,engagement,connect.png,service
connect.search_user,connect,Connect,Connect,engagement,connect.png,service
connect.security_key,connect,Connect,Connect,engagement,connect.png,service
connect.security_profile,connect,Connect,Connect,engagement,connect.png,service
connect.security_profile_application,connect,Connect,Connect,engagement,connect.png,service
connect.task_template,connect,Connect,Connect,engagement,connect.png,service
connect.traffic_distribution,connect,Connect,Connect,engagement,connect.png,service
connect.traffic_distribution_group,connect,Connect,Connect,engagement,connect.png,service
connect.traffic_distribution_group_user,connect,Connect,Connect,engagement,connect.png,service
connect.use_cas,connect,Connect,Connect,engagement,connect.png,service
connect.user,connect,Connect,Connect,engagement,connect.png,service
connect.user_hierarchy_group,connect,Connect,Connect,engagement,connect.png,service
connect.user_hierarchy_structure,connect,Connect,Connect,engagement,connect.png,service
connect.user_proficiency,connect,Connect,Connect,engagement,connect.png,service
connect.view,connect,Connect,Connect,engagement,connect.png,service
connect.view_version,connect,Connect,Connect,engagement,connect.png,service
connect.vocabulary,connect,Connect,Connect,engagement,connect.png,service
controltower.enabled_baseline,controltower,ControlTower,ControlTower,management,control-tower.png,service
controltower.enabled_control,controltower,ControlTower,ControlTower,management,control-tower.png,service
controltower.landing_zone,controltower,ControlTower,ControlTower,management,control-tower.png,service
costexplorer.cost_category_definition,costexplorer,CostExplorer,CostExplorer,cost,cost-explorer.png,service
datapipeline.pipeline,datapipeline,DataPipeline,DataPipeline,analytics,data-pipeline.png,service
datapipeline.object,datapipeline,DataPipeline,DataPipeline,analytics,data-pipeline.png,service
datapipeline.pipeline,datapipeline,DataPipeline,DataPipeline,analytics,data-pipeline.png,service
datapipeline.pipeline_definition,datapipeline,DataPipeline,DataPipeline,analytics,data-pipeline.png,service
datapipeline.query_object,datapipeline,DataPipeline,DataPipeline,analytics,data-pipeline.png,service
datasync.location,datasync,Datasync,Datasync,migration,datasync.png,service
datasync.task,datasync,Datasync,Datasync,migration,datasync.png,service
datasync.task_execution,datasync,Datasync,Datasync,migration,datasync.png,service
dax.cluster,dax,DAX,DAX,database,dynamodb-dax.png,service
dax.parameter,dax,DAX,DAX,database,dynamodb-dax.png,service
dax.parameter_group,dax,DAX,DAX,database,dynamodb-dax.png,service
dax.subnet_group,dax,DAX,DAX,database,dynamodb-dax.png,service
detective.graph,detective,Detective,Detective,security,detective.png,service
detective.member,detective,Detective,Detective,security,detective.png,service
devicefarm.artifact,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.device,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.device_instance,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.device_pool,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.devicefarm_project,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.instance_profile,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.job,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.network_profile,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.offering,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.offering_promotion,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.offering_status,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.project,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.remote_access_session,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.run,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.sample,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.suite,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.test,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.test_grid_project,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.test_grid_session,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.test_grid_session_action,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.test_grid_session_artifact,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.unique_problem,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.upload,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
devicefarm.vpce_configuration,devicefarm,DeviceFarm,DeviceFarm,mobile,device-farm.png,service
directconnect.connection,directconnect,DirectConnect,DirectConnect,network,direct-connect.png,service
directconnect.direct_connect_gateway,directconnect,DirectConnect,DirectConnect,network,direct-connect.png,service
directconnect.direct_connect_gateway_association,directconnect,DirectConnect,DirectConnect,network,direct-connect.png,service
directconnect.connection,directconnect,DirectConnect,DirectConnect,network,direct-connect.png,service
directconnect.lag,directconnect,DirectConnect,DirectConnect,network,direct-connect.png,service
directconnect.virtual_interface,directconnect,DirectConnect,DirectConnect,network,direct-connect.png,service
directoryservice.directory,directoryservice,DirectoryService,DirectoryService,security,directory-service.png,service
dms.certificate,dms,DMS,DMS,database,database-migration-service.png,service
dms.data_migration,dms,DMS,DMS,database,database-migration-service.png,service
dms.data_provider,dms,DMS,DMS,database,database-migration-service.png,service
dms.endpoint,dms,DMS,DMS,database,database-migration-service.png,service
dms.event_subscription,dms,DMS,DMS,database,database-migration-service.png,service
dms.instance_profile,dms,DMS,DMS,database,database-migration-service.png,service
dms.migration_project,dms,DMS,DMS,database,database-migration-service.png,service
dms.replication_config,dms,DMS,DMS,database,database-migration-service.png,service
dms.replication_instance,dms,DMS,DMS,database,database-migration-service.png,service
dms.replication_subnet_group,dms,DMS,DMS,database,database-migration-service.png,service
dms.replication_task,dms,DMS,DMS,database,database-migration-service.png,service
dms.replication_task_assessment_run,dms,DMS,DMS,database,database-migration-service.png,service
