source_key,source_c7n,source_service,source_path,path_kind,target_key,target_c7n,edge_type,source,confidence,resolution,operation,evidence
ecr.ecr_image,ecr-image,ecr,repositoryName,scalar,ecr.repository,ecr,contained-in,parent_spec,high,declared,,c7n parent_spec of ecr-image
ecr.registry_policy,,ecr,registryId,scalar,ecr.registry,,references,doc,medium,service-exact,get_registry_policy,ecr.GetRegistryPolicy
ecr.registry_scanning_configuration,,ecr,registryId,scalar,ecr.registry,,references,doc,medium,service-exact,get_registry_scanning_configuration,ecr.GetRegistryScanningConfiguration
ecs.account_setting,,ecs,principalArn,scalar,ram.principal,,references,doc,medium,global-exact,list_account_settings,ecs.ListAccountSettings
ecs.cluster,ecs,ecs,configuration.executeCommandConfiguration.logConfiguration.s3BucketName,dotted,s3.bucket,s3,references,doc,medium,well-known,describe_clusters,ecs.DescribeClusters
ecs.ecs_container_instance,ecs-container-instance,ecs,cluster,scalar,ecs.cluster,ecs,contained-in,parent_spec,high,declared,,c7n parent_spec of ecs-container-instance
ecs.service,ecs-service,ecs,cluster,scalar,ecs.cluster,ecs,contained-in,parent_spec,high,declared,,c7n parent_spec of ecs-service
ecs.service,ecs-service,ecs,loadBalancers[].containerName,list_dict,ecs.ecs_container_instance,ecs-container-instance,references,doc,medium,service-partial,describe_services,ecs.DescribeServices
ecs.service,ecs-service,ecs,taskSets[].loadBalancers[].containerName,list_nested,ecs.ecs_container_instance,ecs-container-instance,references,doc,medium,service-partial,describe_services,ecs.DescribeServices
ecs.service,ecs-service,ecs,deployments[].volumeConfigurations[].managedEBSVolume.roleArn,list_nested,iam.role,iam-role,assumes,doc,medium,well-known,describe_services,ecs.DescribeServices
ecs.task_set,ecs-task,ecs,cluster,scalar,ecs.cluster,ecs,contained-in,parent_spec,high,declared,,c7n parent_spec of ecs-task
ecs.task_set,ecs-task,ecs,taskSets[].loadBalancers[].containerName,list_nested,ecs.ecs_container_instance,ecs-container-instance,references,doc,medium,service-partial,describe_task_sets,ecs.DescribeTaskSets
efs.file_system,efs,efs,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_file_systems,efs.DescribeFileSystems
efs.mount_target,efs-mount-target,efs,NetworkInterfaceId,scalar,ec2.network_interface,eni,attached-to,doc,medium,leaf-hint,describe_mount_targets,efs.DescribeMountTargets
efs.mount_target,efs-mount-target,efs,SubnetId,scalar,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_mount_targets,efs.DescribeMountTargets
efs.mount_target,efs-mount-target,efs,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_mount_targets,efs.DescribeMountTargets
efs.mount_target,efs-mount-target,efs,FileSystemId,scalar,efs.file_system,efs,contained-in,parent_spec,high,declared,,c7n parent_spec of efs-mount-target
efs.replication_configuration,,efs,Destinations[].FileSystemId,list_dict,efs.file_system,efs,references,doc,medium,service-partial,describe_replication_configurations,efs.DescribeReplicationConfigurations
eks.access_policy,,eks,principalArn,scalar,eks.access_entry,,references,doc,medium,service-partial,list_associated_access_policies,eks.ListAssociatedAccessPolicies
eks.cluster,eks,eks,cluster.resourcesVpcConfig.vpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_cluster,eks.DescribeCluster
eks.nodegroup,eks-nodegroup,eks,clusterName,scalar,eks.cluster,eks,contained-in,parent_spec,high,declared,,c7n parent_spec of eks-nodegroup
eks.pod_identity_association,,eks,association.clusterName,dotted,eks.cluster,eks,references,doc,medium,service-exact,describe_pod_identity_association,eks.DescribePodIdentityAssociation
eks.pod_identity_association,,eks,clusterName,scalar,eks.cluster,eks,references,doc,medium,service-exact,list_pod_identity_associations,eks.ListPodIdentityAssociations
elasticache.cache_cluster,cache-cluster,elasticache,CacheParameterGroup.CacheParameterGroupName,dotted,elasticache.cache_parameter_group,,references,doc,medium,service-exact,describe_cache_clusters,elasticache.DescribeCacheClusters
elasticache.cache_cluster,cache-cluster,elasticache,CacheNodes[].CustomerOutpostArn,list_dict,elasticache.reserved_cache_node,,references,doc,medium,service-partial,describe_cache_clusters,elasticache.DescribeCacheClusters
elasticache.cache_cluster,cache-cluster,elasticache,CacheSecurityGroups[].CacheSecurityGroupName,list_dict,elasticache.security_group,,references,doc,medium,service-partial,describe_cache_clusters,elasticache.DescribeCacheClusters
elasticache.cache_cluster,cache-cluster,elasticache,SecurityGroups[].SecurityGroupId,list_dict,elasticache.security_group,,references,doc,medium,service-partial,describe_cache_clusters,elasticache.DescribeCacheClusters
elasticache.cache_snapshot,cache-snapshot,elasticache,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_snapshots,elasticache.DescribeSnapshots
elasticache.cache_snapshot,cache-snapshot,elasticache,ReplicationGroupId,scalar,elasticache.replication_group,elasticache-group,references,doc,medium,service-partial,describe_snapshots,elasticache.DescribeSnapshots
elasticache.cache_snapshot,cache-snapshot,elasticache,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_snapshots,elasticache.DescribeSnapshots
elasticache.replication_group,elasticache-group,elasticache,NodeGroups[].NodeGroupId,list_dict,eks.nodegroup,,references,doc,medium,global-exact,describe_replication_groups,elasticache.DescribeReplicationGroups
elasticache.replication_group,elasticache-group,elasticache,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_replication_groups,elasticache.DescribeReplicationGroups
elasticache.serverless_cache,,elasticache,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_serverless_caches,elasticache.DescribeServerlessCaches
elasticache.subnet_group,cache-subnet-group,elasticache,Subnets[].SubnetIdentifier,list_dict,ec2.subnet,subnet,contained-in,doc,medium,well-known,describe_cache_subnet_groups,elasticache.DescribeCacheSubnetGroups
elasticache.subnet_group,cache-subnet-group,elasticache,Subnets[].SubnetOutpost.SubnetOutpostArn,list_dict,ec2.subnet,subnet,contained-in,doc,medium,well-known,describe_cache_subnet_groups,elasticache.DescribeCacheSubnetGroups
elasticache.subnet_group,cache-subnet-group,elasticache,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_cache_subnet_groups,elasticache.DescribeCacheSubnetGroups
elasticbeanstalk.configuration_setting,,elasticbeanstalk,EnvironmentName,scalar,elasticbeanstalk.environment,elasticbeanstalk-environment,references,doc,medium,service-exact,describe_configuration_settings,elasticbeanstalk.DescribeConfigurationSettings
elasticbeanstalk.environment,elasticbeanstalk-environment,elasticbeanstalk,EnvironmentResources.AutoScalingGroups[].Name,list_dict,autoscaling.auto_scaling_group,asg,references,doc,medium,global-exact,describe_environment_resources,elasticbeanstalk.DescribeEnvironmentResources
elasticbeanstalk.environment,elasticbeanstalk-environment,elasticbeanstalk,EnvironmentResources.LaunchTemplates[].Id,list_dict,ec2.launch_template,launch-template-version,references,doc,medium,global-exact,describe_environment_resources,elasticbeanstalk.DescribeEnvironmentResources
elasticbeanstalk.environment,elasticbeanstalk-environment,elasticbeanstalk,ApplicationName,scalar,elasticbeanstalk.application,elasticbeanstalk,references,doc,medium,service-exact,describe_environments,elasticbeanstalk.DescribeEnvironments
elasticbeanstalk.environment,elasticbeanstalk-environment,elasticbeanstalk,EnvironmentResources.LaunchConfigurations[].Name,list_dict,evidently.launch,,references,doc,medium,global-exact,describe_environment_resources,elasticbeanstalk.DescribeEnvironmentResources
elasticbeanstalk.environment,elasticbeanstalk-environment,elasticbeanstalk,EnvironmentResources.Triggers[].Name,list_dict,glue.trigger,glue-trigger,references,doc,medium,global-exact,describe_environment_resources,elasticbeanstalk.DescribeEnvironmentResources
elb.load_balancer,elb,elb,Instances[].InstanceId,list_dict,ec2.instance,ec2,references,doc,medium,leaf-hint,describe_load_balancers,elb.DescribeLoadBalancers
elb.load_balancer,elb,elb,SourceSecurityGroup.GroupName,dotted,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_load_balancers,elb.DescribeLoadBalancers
elb.load_balancer,elb,elb,VPCId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_load_balancers,elb.DescribeLoadBalancers
elbv2.load_balancer,app-elb,elbv2,AvailabilityZones[].SubnetId,list_dict,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_load_balancers,elbv2.DescribeLoadBalancers
elbv2.load_balancer,app-elb,elbv2,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_load_balancers,elbv2.DescribeLoadBalancers
elbv2.load_balancer,app-elb,elbv2,AvailabilityZones[].OutpostId,list_dict,outposts.outpost,,references,doc,medium,global-exact,describe_load_balancers,elbv2.DescribeLoadBalancers
elbv2.target_group,app-elb-target-group,elbv2,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_target_groups,elbv2.DescribeTargetGroups
emr-containers.job_run,,emr-containers,configurationOverrides.monitoringConfiguration.cloudWatchMonitoringConfiguration.logGroupName,dotted,logs.log_group,log-group,references,doc,medium,well-known,list_job_runs,emr-containers.ListJobRuns
emr-containers.job_run,,emr-containers,jobRun.configurationOverrides.monitoringConfiguration.cloudWatchMonitoringConfiguration.logGroupName,dotted,logs.log_group,log-group,references,doc,medium,well-known,describe_job_run,emr-containers.DescribeJobRun
emr-containers.job_template,,emr-containers,jobTemplate.jobTemplateData.executionRoleArn,dotted,emr-containers.job_run,,references,doc,medium,service-exact,describe_job_template,emr-containers.DescribeJobTemplate
emr-containers.job_template,,emr-containers,jobTemplateData.executionRoleArn,dotted,emr-containers.job_run,,references,doc,medium,service-exact,list_job_templates,emr-containers.ListJobTemplates
emr-containers.job_template,,emr-containers,jobTemplate.jobTemplateData.configurationOverrides.monitoringConfiguration.cloudWatchMonitoringConfiguration.logGroupName,dotted,logs.log_group,log-group,references,doc,medium,well-known,describe_job_template,emr-containers.DescribeJobTemplate
emr-containers.job_template,,emr-containers,jobTemplateData.configurationOverrides.monitoringConfiguration.cloudWatchMonitoringConfiguration.logGroupName,dotted,logs.log_group,log-group,references,doc,medium,well-known,list_job_templates,emr-containers.ListJobTemplates
emr-containers.managed_endpoint,,emr-containers,configurationOverrides.monitoringConfiguration.cloudWatchMonitoringConfiguration.logGroupName,dotted,logs.log_group,log-group,references,doc,medium,well-known,list_managed_endpoints,emr-containers.ListManagedEndpoints
emr-containers.managed_endpoint,,emr-containers,endpoint.configurationOverrides.monitoringConfiguration.cloudWatchMonitoringConfiguration.logGroupName,dotted,logs.log_group,log-group,references,doc,medium,well-known,describe_managed_endpoint,emr-containers.DescribeManagedEndpoint
emr-serverless.job_run,,emr-serverless,applicationId,scalar,emr-serverless.application,emr-serverless-app,references,doc,medium,service-exact,list_job_runs,emr-serverless.ListJobRuns
emr-serverless.job_run,,emr-serverless,jobRun.applicationId,dotted,emr-serverless.application,emr-serverless-app,references,doc,medium,service-exact,get_job_run,emr-serverless.GetJobRun
emr.instance_fleet_config,,emr,Id,scalar,ec2.instance,ec2,references,doc,medium,well-known,list_instance_fleets,emr.ListInstanceFleets
emr.instance_fleet_config,,emr,Name,scalar,ec2.instance,ec2,references,doc,medium,well-known,list_instance_fleets,emr.ListInstanceFleets
emr.instance_group_config,,emr,Id,scalar,ec2.instance,ec2,references,doc,medium,well-known,list_instance_groups,emr.ListInstanceGroups
emr.instance_group_config,,emr,Name,scalar,ec2.instance,ec2,references,doc,medium,well-known,list_instance_groups,emr.ListInstanceGroups
emr.step,,emr,Id,scalar,emr.cluster,emr,references,doc,medium,service-exact,list_steps,emr.ListSteps
emr.step,,emr,Name,scalar,emr.cluster,emr,references,doc,medium,service-exact,list_steps,emr.ListSteps
emr.step,,emr,Step.Id,dotted,emr.cluster,emr,references,doc,medium,service-exact,describe_step,emr.DescribeStep
emr.step,,emr,Step.Name,dotted,emr.cluster,emr,references,doc,medium,service-exact,describe_step,emr.DescribeStep
emr.studio,,emr,Studio.VpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_studio,emr.DescribeStudio
emr.studio,,emr,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,list_studios,emr.ListStudios
emr.studio_session_mapping,,emr,SessionMapping.StudioId,dotted,emr.studio,,references,doc,medium,service-partial,get_studio_session_mapping,emr.GetStudioSessionMapping
emr.studio_session_mapping,,emr,StudioId,scalar,emr.studio,,references,doc,medium,service-partial,list_studio_session_mappings,emr.ListStudioSessionMappings
entityresolution.id_mapping_workflow,,entityresolution,idMappingTechniques.providerProperties.providerServiceArn,dotted,entityresolution.provider_service,,references,doc,medium,service-exact,get_id_mapping_workflow,entityresolution.GetIdMappingWorkflow
entityresolution.matching_workflow,,entityresolution,resolutionTechniques.providerProperties.providerServiceArn,dotted,entityresolution.provider_service,,references,doc,medium,service-exact,get_matching_workflow,entityresolution.GetMatchingWorkflow
es.domain,elasticsearch,es,PackageName,scalar,es.packages_for_domain,,references,doc,medium,service-partial,list_domains_for_package,es.ListDomainsForPackage
es.domain_change_progress,,es,ChangeProgressStatus.ChangeProgressStages[].Name,list_dict,es.tag,,references,doc,medium,service-partial,describe_domain_change_progress,es.DescribeDomainChangeProgress
es.elasticsearch_domain,,es,DomainStatus.VPCOptions.VPCId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_elasticsearch_domain,es.DescribeElasticsearchDomain
es.elasticsearch_domain,,es,VPCOptions.VPCId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_elasticsearch_domains,es.DescribeElasticsearchDomains
es.elasticsearch_domain,,es,DomainStatus.ModifyingProperties[].Name,list_dict,iottwinmaker.property,,references,doc,medium,global-exact,describe_elasticsearch_domain,es.DescribeElasticsearchDomain
es.elasticsearch_domain,,es,ModifyingProperties[].Name,list_dict,iottwinmaker.property,,references,doc,medium,global-exact,describe_elasticsearch_domains,es.DescribeElasticsearchDomains
es.elasticsearch_domain,,es,DomainStatus.EncryptionAtRestOptions.KmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_elasticsearch_domain,es.DescribeElasticsearchDomain
es.elasticsearch_domain,,es,EncryptionAtRestOptions.KmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_elasticsearch_domains,es.DescribeElasticsearchDomains
es.elasticsearch_domain_config,,es,DomainConfig.VPCOptions.Options.VPCId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_elasticsearch_domain_config,es.DescribeElasticsearchDomainConfig
es.elasticsearch_domain_config,,es,DomainConfig.ModifyingProperties[].Name,list_dict,iottwinmaker.property,,references,doc,medium,global-exact,describe_elasticsearch_domain_config,es.DescribeElasticsearchDomainConfig
es.elasticsearch_domain_config,,es,DomainConfig.EncryptionAtRestOptions.Options.KmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_elasticsearch_domain_config,es.DescribeElasticsearchDomainConfig
es.vpc_endpoint,,es,VpcOptions.VPCId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_vpc_endpoints,es.DescribeVpcEndpoints
events.api_destination,,events,ConnectionArn,scalar,events.connection,,references,doc,medium,service-exact,list_api_destinations,events.ListApiDestinations
events.event_rule_target,event-rule-target,events,Rule,scalar,events.rule,event-rule,contained-in,parent_spec,high,declared,,c7n parent_spec of event-rule-target
events.event_source,,events,Arn,scalar,events.partner_event_source,,references,doc,medium,service-exact,describe_event_source,events.DescribeEventSource
events.event_source,,events,Name,scalar,events.partner_event_source,,references,doc,medium,service-exact,describe_event_source,events.DescribeEventSource
events.partner_event_source,,events,Arn,scalar,events.event_source,,references,doc,medium,service-exact,describe_partner_event_source,events.DescribePartnerEventSource
events.partner_event_source,,events,Name,scalar,events.event_source,,references,doc,medium,service-exact,describe_partner_event_source,events.DescribePartnerEventSource
events.replay,,events,EventSourceArn,scalar,events.archive,,references,doc,medium,service-exact,describe_replay,events.DescribeReplay
events.rule,event-rule,events,RedshiftDataParameters.SecretManagerArn,dotted,secretsmanager.secret,secrets-manager,references,doc,medium,global-exact,list_targets_by_rule,events.ListTargetsByRule
finspace-data.data_view,,finspace-data,datasetId,scalar,finspace-data.dataset,,references,doc,medium,service-exact,get_data_view,finspace-data.GetDataView
finspace-data.permission_groups_by_user,,finspace-data,permissionGroupId,scalar,finspace-data.permission_group,,references,doc,medium,service-exact,list_permission_groups_by_user,finspace-data.ListPermissionGroupsByUser
finspace-data.users_by_permission_group,,finspace-data,firstName,scalar,finspace-data.user,,references,doc,medium,service-exact,list_users_by_permission_group,finspace-data.ListUsersByPermissionGroup
